nhs_name,date,sgtfv
North West,2020-09-10,0.00100288230001001
North West,2020-09-11,0.00111473787064848
North West,2020-09-12,0.00123905576142596
North West,2020-09-13,0.00137722094707874
North West,2020-09-14,0.0015307714548353
North West,2020-09-15,0.0017014150707388
North West,2020-09-16,0.00189104782023765
North West,2020-09-17,0.00210177439975131
North West,2020-09-18,0.00233593075068573
North West,2020-09-19,0.00259610898265657
North West,2020-09-20,0.00288518486828333
North West,2020-09-21,0.00320634814757379
North West,2020-09-22,0.00356313589525906
North West,2020-09-23,0.00395946921898195
North West,2020-09-24,0.00439969356935445
North West,2020-09-25,0.00488862295377342
North West,2020-09-26,0.00543158835348914
North West,2020-09-27,0.00603449064646482
North West,2020-09-28,0.00670385833543546
North West,2020-09-29,0.00744691036927987
North West,2020-09-30,0.00827162432392447
North West,2020-10-01,0.0091868101735395
North West,2020-10-02,0.0102021898302061
North West,2020-10-03,0.0113284825562748
North West,2020-10-04,0.0125774962532868
North West,2020-10-05,0.0139622244987238
North West,2020-10-06,0.0154969490302415
North West,2020-10-07,0.0171973471587447
North West,2020-10-08,0.0190806033181208
North West,2020-10-09,0.0211655236213225
North West,2020-10-10,0.0234726518798817
North West,2020-10-11,0.0260243850467598
North West,2020-10-12,0.0288450854510231
North West,2020-10-13,0.0319611864987253
North West,2020-10-14,0.0354012877115948
North West,2020-10-15,0.0391962340616735
North West,2020-10-16,0.043379173540052
North West,2020-10-17,0.0479855857840933
North West,2020-10-18,0.0530532734046451
North West,2020-10-19,0.0586223064427807
North West,2020-10-20,0.0647349092040783
North West,2020-10-21,0.0714352776503412
North West,2020-10-22,0.0787693146841535
North West,2020-10-23,0.0867842701806788
North West,2020-10-24,0.0955282726739274
North West,2020-10-25,0.105049740389249
North West,2020-10-26,0.115396661048288
North West,2020-10-27,0.126615732781957
North West,2020-10-28,0.13875136278169
North West,2020-10-29,0.151844526165741
North West,2020-10-30,0.165931495020222
North West,2020-10-31,0.181042456652167
North West,2020-11-01,0.197200050549037
North West,2020-11-02,0.214417864943995
North West,2020-11-03,0.232698945560223
North West,2020-11-04,0.252034380118532
North West,2020-11-05,0.272402031384232
North West,2020-11-06,0.293765497595858
North West,2020-11-07,0.316073380728425
North West,2020-11-08,0.339258939010696
North West,2020-11-09,0.363240189598497
North West,2020-11-10,0.387920510013591
North West,2020-11-11,0.41318976332044
North West,2020-11-12,0.438925943278546
North West,2020-11-13,0.464997303923024
North West,2020-11-14,0.491264905886639
North West,2020-11-15,0.517585482343747
North West,2020-11-16,0.54381450377342
North West,2020-11-17,0.56980930540424
North West,2020-11-18,0.595432135981135
North West,2020-11-19,0.620552992033815
North West,2020-11-20,0.645052117549123
North West,2020-11-21,0.668822073134023
North West,2020-11-22,0.691769308797576
North West,2020-11-23,0.713815207280077
North West,2020-11-24,0.734896597260102
North West,2020-11-25,0.754965764972773
North West,2020-11-26,0.773990016635581
North West,2020-11-27,0.791950861299726
North West,2020-11-28,0.80884289388951
North West,2020-11-29,0.824672461593532
North West,2020-11-30,0.839456194349912
North West,2020-12-01,0.853219473208616
North West,2020-12-02,0.865994900286716
North West,2020-12-03,0.877820822245809
North West,2020-12-04,0.888739946928555
North West,2020-12-05,0.898798080954643
North West,2020-12-06,0.908043005377227
North West,2020-12-07,0.916523497353112
North West,2020-12-08,0.924288498367872
North West,2020-12-09,0.931386423885364
North West,2020-12-10,0.937864605237442
North West,2020-12-11,0.943768851934223
North West,2020-12-12,0.949143121119835
North West,2020-12-13,0.954029280378342
North West,2020-12-14,0.958466950277681
North West,2020-12-15,0.962493413721084
North West,2020-12-16,0.966143580182623
North West,2020-12-17,0.969449994097388
North West,2020-12-18,0.972442877950437
North West,2020-12-19,0.97515020188356
North West,2020-12-20,0.977597772860536
North West,2020-12-21,0.979809337564945
North West,2020-12-22,0.981806694229498
North West,2020-12-23,0.983609809503695
North West,2020-12-24,0.985236937256393
North West,2020-12-25,0.986704736886481
North West,2020-12-26,0.98802838928622
North West,2020-12-27,0.989221709078007
North West,2020-12-28,0.99029725213716
North West,2020-12-29,0.99126641773161
North West,2020-12-30,0.992139544864539
North West,2020-12-31,0.992926002607576
North West,2021-01-01,0.993634274368939
North West,2021-01-02,0.994272036160388
North West,2021-01-03,0.99484622901595
North West,2021-01-04,0.995363125779564
South East,2020-08-01,4.98244606600176e-05
South East,2020-08-02,5.53848151968102e-05
South East,2020-08-03,6.15658041584133e-05
South East,2020-08-04,6.84367080351808e-05
South East,2020-08-05,7.60745405398451e-05
South East,2020-08-06,8.45649114715888e-05
South East,2020-08-07,9.40029857537707e-05
South East,2020-08-08,0.000104494549337435
South East,2020-08-09,0.00011615719384469
South East,2020-08-10,0.000129121633137028
South East,2020-08-11,0.000143533166447384
South East,2020-08-12,0.000159553304326219
South East,2020-08-13,0.000177361575437737
South East,2020-08-14,0.000197157534220559
South East,2020-08-15,0.000219162991617661
South East,2020-08-16,0.000243624493504719
South East,2020-08-17,0.000270816074127771
South East,2020-08-18,0.000301042314825915
South East,2020-08-19,0.000334641741590251
South East,2020-08-20,0.000371990598626428
South East,2020-08-21,0.00041350703907695
South East,2020-08-22,0.000459655778455181
South East,2020-08-23,0.000510953261182154
South East,2020-08-24,0.000567973395938112
South East,2020-08-25,0.000631353921383348
South East,2020-08-26,0.000701803470208507
South East,2020-08-27,0.000780109406485227
South East,2020-08-28,0.00086714651894557
South East,2020-08-29,0.000963886661163854
South East,2020-08-30,0.00107140943868507
South East,2020-08-31,0.00119091405297346
South East,2020-09-01,0.00132373242266906
South East,2020-09-02,0.00147134371405503
South East,2020-09-03,0.00163539042485567
South East,2020-09-04,0.00181769617848607
South East,2020-09-05,0.00202028539961534
South East,2020-09-06,0.00224540505630806
South East,2020-09-07,0.00249554866895107
South East,2020-09-08,0.00277348280147681
South East,2020-09-09,0.00308227626581118
South East,2020-09-10,0.0034253322856648
South East,2020-09-11,0.00380642388030244
South East,2020-09-12,0.00422973274217931
South East,2020-09-13,0.0046998918935695
South East,2020-09-14,0.00522203241556966
South East,2020-09-15,0.00580183454692978
South East,2020-09-16,0.00644558344853211
South East,2020-09-17,0.00716022992014378
South East,2020-09-18,0.00795345633701875
South East,2020-09-19,0.00883374804224178
South East,2020-09-20,0.00981047038304135
South East,2020-09-21,0.0108939515116534
South East,2020-09-22,0.0120955709789698
South East,2020-09-23,0.0134278540266382
South East,2020-09-24,0.0149045713241224
South East,2020-09-25,0.0165408436942495
South East,2020-09-26,0.0183532511158674
South East,2020-09-27,0.0203599449765851
South East,2020-09-28,0.0225807621627617
South East,2020-09-29,0.0250373391083576
South East,2020-09-30,0.0277532233696562
South East,2020-10-01,0.0307539796410071
South East,2020-10-02,0.0340672863715733
South East,2020-10-03,0.0377230182821444
South East,2020-10-04,0.0417533091174355
South East,2020-10-05,0.0461925879137874
South East,2020-10-06,0.0510775809363633
South East,2020-10-07,0.0564472702793059
South East,2020-10-08,0.0623427989799918
South East,2020-10-09,0.0688073114489472
South East,2020-10-10,0.0758857171593469
South East,2020-10-11,0.0836243650007868
South East,2020-10-12,0.0920706156356896
South East,2020-10-13,0.101272299783895
South East,2020-10-14,0.111277051802319
South East,2020-10-15,0.122131510431356
South East,2020-10-16,0.133880382347813
South East,2020-10-17,0.146565369360657
South East,2020-10-18,0.160223966807717
South East,2020-10-19,0.174888148948584
South East,2020-10-20,0.190582966741372
South East,2020-10-21,0.207325093988682
South East,2020-10-22,0.225121368870363
South East,2020-10-23,0.243967388544125
South East,2020-10-24,0.263846223772318
South East,2020-10-25,0.284727327248329
South East,2020-10-26,0.306565712215708
South East,2020-10-27,0.329301475948858
South East,2020-10-28,0.352859734807269
South East,2020-10-29,0.377151023442699
South East,2020-10-30,0.40207219049865
South East,2020-10-31,0.427507797684001
South East,2020-11-01,0.45333200006006
South East,2020-11-02,0.479410855033458
South East,2020-11-03,0.505604978611963
South East,2020-11-04,0.531772442792463
South East,2020-11-05,0.557771790094093
South East,2020-11-06,0.583465032187853
South East,2020-11-07,0.608720500352843
South East,2020-11-08,0.633415426069782
South East,2020-11-09,0.657438149319936
South East,2020-11-10,0.680689878046574
South East,2020-11-11,0.703085952090252
South East,2020-11-12,0.724556595819689
South East,2020-11-13,0.74504717287962
South East,2020-11-14,0.76451798166788
South East,2020-11-15,0.782943649728181
South East,2020-11-16,0.800312198379151
South East,2020-11-17,0.81662385552613
South East,2020-11-18,0.831889695283635
South East,2020-11-19,0.846130178784409
South East,2020-11-20,0.859373662623335
South East,2020-11-21,0.871654931097762
South East,2020-11-22,0.883013796986283
South East,2020-11-23,0.893493804090807
South East,2020-11-24,0.903141053943231
South East,2020-11-25,0.912003169485552
South East,2020-11-26,0.92012840047401
South East,2020-11-27,0.927564868941708
South East,2020-11-28,0.934359948239837
South East,2020-11-29,0.940559765823713
South East,2020-11-30,0.946208817855796
South East,2020-12-01,0.951349682637991
South East,2020-12-02,0.956022819634011
South East,2020-12-03,0.960266441190296
South East,2020-12-04,0.964116444828111
South East,2020-12-05,0.967606395007936
South East,2020-12-06,0.970767544439024
South East,2020-12-07,0.97362888622976
South East,2020-12-08,0.976217229381415
South East,2020-12-09,0.978557291273175
South East,2020-12-10,0.980671801841221
South East,2020-12-11,0.982581615103419
South East,2020-12-12,0.984305824517769
South East,2020-12-13,0.985861879387995
South East,2020-12-14,0.987265700148939
South East,2020-12-15,0.988531790885957
South East,2020-12-16,0.989673347875987
South East,2020-12-17,0.990702363293752
South East,2020-12-18,0.991629723514745
South East,2020-12-19,0.992465301677015
South East,2020-12-20,0.993218044345174
South East,2020-12-21,0.993896052260466
South East,2020-12-22,0.994506655267366
South East,2020-12-23,0.995056481585928
South East,2020-12-24,0.995551521655525
South East,2020-12-25,0.995997186813868
South East,2020-12-26,0.996398363099274
South East,2020-12-27,0.996759460476962
South East,2020-12-28,0.997084457794414
South East,2020-12-29,0.99737694376852
South East,2020-12-30,0.997640154300094
South East,2020-12-31,0.997877006400743
South East,2021-01-01,0.998090129004035
South East,2021-01-02,0.998281890918394
South East,2021-01-03,0.998454426163665
South East,2021-01-04,0.998609656917529
South West,2020-08-01,5.29859032691362e-06
South West,2020-08-02,5.88982029648319e-06
South West,2020-08-03,6.5470357481303e-06
South West,2020-08-04,7.27760270682637e-06
South West,2020-08-05,8.08970963743198e-06
South West,2020-08-06,8.99245928790065e-06
South West,2020-08-07,9.99597078974225e-06
South West,2020-08-08,1.11114931612398e-05
South West,2020-08-09,1.23515314867916e-05
South West,2020-08-10,1.37299871878892e-05
South West,2020-08-11,1.52623139592287e-05
South West,2020-08-12,1.69656911190482e-05
South West,2020-08-13,1.88592163179483e-05
South West,2020-08-14,2.09641197673535e-05
South West,2020-08-15,2.33040023898259e-05
South West,2020-08-16,2.5905100561327e-05
South West,2020-08-17,2.87965804132052e-05
South West,2020-08-18,3.20108649924706e-05
South West,2020-08-19,3.55839979464558e-05
South West,2020-08-20,3.95560478063147e-05
South West,2020-08-21,4.39715573974724e-05
South West,2020-08-22,4.88800434091005e-05
South West,2020-08-23,5.43365517144716e-05
South West,2020-08-24,6.0402274655765e-05
South West,2020-08-25,6.71452371973279e-05
South West,2020-08-26,7.46410596180298e-05
South West,2020-08-27,8.29738052644803e-05
South West,2020-08-28,9.22369228316615e-05
South West,2020-08-29,0.000102534293686079
South West,2020-08-30,0.000113981395910019
South West,2020-08-31,0.000126706598036215
South West,2020-09-01,0.000140852596873761
South West,2020-09-02,0.000156578015413301
South West,2020-09-03,0.000174059178558887
South West,2020-09-04,0.000193492086383224
South West,2020-09-05,0.000215094606762217
South West,2020-09-06,0.000239108911635117
South West,2020-09-07,0.000265804183781761
South West,2020-09-08,0.000295479623933848
South West,2020-09-09,0.000328467791270697
South West,2020-09-10,0.00036513831392133
South West,2020-09-11,0.000405902010036386
South West,2020-09-12,0.000451215464339795
South West,2020-09-13,0.000501586109858185
South West,2020-09-14,0.00055757786979467
South West,2020-09-15,0.000619817420303948
South West,2020-09-16,0.000689001141280031
South West,2020-09-17,0.000765902829230167
South West,2020-09-18,0.000851382253922667
South West,2020-09-19,0.00094639464880587
South West,2020-09-20,0.0010520012342421
South West,2020-09-21,0.00116938088242203
South West,2020-09-22,0.00129984304345362
South West,2020-09-23,0.00144484206357911
South West,2020-09-24,0.0016059930387737
South West,2020-09-25,0.00178508936011501
South West,2020-09-26,0.00198412212125247
South West,2020-09-27,0.00220530157299023
South West,2020-09-28,0.0024510808253266
South West,2020-09-29,0.00272418201311389
South West,2020-09-30,0.00302762515759886
South West,2020-10-01,0.00336475997217527
South West,2020-10-02,0.00373930087632189
South West,2020-10-03,0.00415536549637924
South West,2020-10-04,0.00461751694484421
South West,2020-10-05,0.00513081018034432
South West,2020-10-06,0.00570084275726797
South West,2020-10-07,0.00633381027575678
South West,2020-10-08,0.00703656683765156
South West,2020-10-09,0.00781669079984962
South West,2020-10-10,0.00868255609071718
South West,2020-10-11,0.00964340931447827
South West,2020-10-12,0.0107094528089826
South West,2020-10-13,0.0118919337393074
South West,2020-10-14,0.0132032391978026
South West,2020-10-15,0.0146569971340612
South West,2020-10-16,0.0162681827485318
South West,2020-10-17,0.0180532297427434
South West,2020-10-18,0.0200301455180793
South West,2020-10-19,0.0222186290435974
South West,2020-10-20,0.0246401896608474
South West,2020-10-21,0.0273182645491493
South West,2020-10-22,0.0302783319280531
South West,2020-10-23,0.033548016315883
South West,2020-10-24,0.0371571812884094
South West,2020-10-25,0.0411380041884814
South West,2020-10-26,0.0455250261316403
South West,2020-10-27,0.0503551694500663
South West,2020-10-28,0.0556677134470552
South West,2020-10-29,0.0615042180437262
South West,2020-10-30,0.067908383658325
South West,2020-10-31,0.0749258345627955
South West,2020-11-01,0.0826038121388398
South West,2020-11-02,0.0909907640680031
South West,2020-11-03,0.100135815733107
South West,2020-11-04,0.110088111207816
South West,2020-11-05,0.120896013414387
South West,2020-11-06,0.132606156587711
South West,2020-11-07,0.145262349324853
South West,2020-11-08,0.158904333392438
South West,2020-11-09,0.173566412172313
South West,2020-11-10,0.189275973052189
South West,2020-11-11,0.206051939900078
South West,2020-11-12,0.223903204422733
South West,2020-11-13,0.242827097828636
South West,2020-11-14,0.26280797563519
South West,2020-11-15,0.2838159972796
South West,2020-11-16,0.305806186888112
South West,2020-11-17,0.328717860648061
South West,2020-11-18,0.352474498498677
South West,2020-11-19,0.376984122613557
South West,2020-11-20,0.402140222444246
South West,2020-11-21,0.427823236902159
South West,2020-11-22,0.453902570512867
South West,2020-11-23,0.480239084878824
South West,2020-11-24,0.506687972911884
South West,2020-11-25,0.533101894585496
South West,2020-11-26,0.559334232609714
South West,2020-11-27,0.585242316821643
South West,2020-11-28,0.61069046836794
South West,2020-11-29,0.635552728684763
South West,2020-11-30,0.659715162234523
South West,2020-12-01,0.683077653210582
South West,2020-12-02,0.705555151567294
South West,2020-12-03,0.727078359203154
South West,2020-12-04,0.74759387967214
South West,2020-12-05,0.767063881881534
South West,2020-12-06,0.785465348243695
South West,2020-12-07,0.802788990058679
South West,2020-12-08,0.819037917774616
South West,2020-12-09,0.834226152148463
South West,2020-12-10,0.848377055588948
South West,2020-12-11,0.86152175266567
South West,2020-12-12,0.873697596442364
South West,2020-12-13,0.884946724282137
South West,2020-12-14,0.895314734147812
South West,2020-12-15,0.904849500944413
South West,2020-12-16,0.913600142592196
South West,2020-12-17,0.921616137492941
South West,2020-12-18,0.928946588876802
South West,2020-12-19,0.93563962706965
South West,2020-12-20,0.941741937792429
South West,2020-12-21,0.947298402943449
South West,2020-12-22,0.952351839661272
South West,2020-12-23,0.956942823573433
South West,2020-12-24,0.96110958278558
South West,2020-12-25,0.964887950172186
South West,2020-12-26,0.96831136274485
South West,2020-12-27,0.971410898182754
South West,2020-12-28,0.974215339927551
South West,2020-12-29,0.976751263512881
South West,2020-12-30,0.979043137978717
South West,2020-12-31,0.981113437290558
South West,2021-01-01,0.982982757633069
South West,2021-01-02,0.984669937275547
South West,2021-01-03,0.986192176417014
South West,2021-01-04,0.987565155019682
