sample_date,nhs,all,var2,nhs_name
2020-07-27,W99999999,1,0,Wales
2020-07-28,E40000003,2,0,London
2020-07-28,E40000005,1,0,South East
2020-07-28,E40000007,1,0,East of England
2020-07-28,E40000008,12,0,Midlands
2020-07-28,E40000009,8,0,North East and Yorkshire
2020-07-28,E40000010,9,0,North West
2020-07-28,S99999999,10,0,Scotland
2020-07-28,W99999999,7,0,Wales
2020-07-29,E40000003,9,0,London
2020-07-29,E40000005,5,0,South East
2020-07-29,E40000006,4,0,South West
2020-07-29,E40000007,2,0,East of England
2020-07-29,E40000008,1,0,Midlands
2020-07-29,E40000009,8,0,North East and Yorkshire
2020-07-29,E40000010,10,0,North West
2020-07-29,S99999999,4,0,Scotland
2020-07-29,W99999999,11,0,Wales
2020-07-30,E40000003,1,0,London
2020-07-30,E40000005,2,0,South East
2020-07-30,E40000006,15,0,South West
2020-07-30,E40000007,3,0,East of England
2020-07-30,E40000008,13,0,Midlands
2020-07-30,E40000009,13,0,North East and Yorkshire
2020-07-30,E40000010,12,0,North West
2020-07-30,W99999999,3,0,Wales
2020-07-31,E40000003,8,0,London
2020-07-31,E40000005,4,0,South East
2020-07-31,E40000006,6,0,South West
2020-07-31,E40000007,7,0,East of England
2020-07-31,E40000008,7,0,Midlands
2020-07-31,E40000009,10,0,North East and Yorkshire
2020-07-31,E40000010,23,0,North West
2020-07-31,S99999999,1,0,Scotland
2020-07-31,W99999999,2,0,Wales
2020-08-01,E40000003,14,0,London
2020-08-01,E40000005,2,0,South East
2020-08-01,E40000006,2,0,South West
2020-08-01,E40000008,11,0,Midlands
2020-08-01,E40000009,9,0,North East and Yorkshire
2020-08-01,E40000010,16,0,North West
2020-08-01,N99999999,1,0,Northern Ireland
2020-08-01,S99999999,6,0,Scotland
2020-08-01,W99999999,8,0,Wales
2020-08-02,E40000003,6,0,London
2020-08-02,E40000006,1,0,South West
2020-08-02,E40000007,2,0,East of England
2020-08-02,E40000008,14,0,Midlands
2020-08-02,E40000009,21,0,North East and Yorkshire
2020-08-02,E40000010,15,0,North West
2020-08-02,N99999999,4,0,Northern Ireland
2020-08-02,S99999999,12,0,Scotland
2020-08-03,E40000003,4,0,London
2020-08-03,E40000005,5,0,South East
2020-08-03,E40000006,4,0,South West
2020-08-03,E40000007,1,0,East of England
2020-08-03,E40000008,20,0,Midlands
2020-08-03,E40000009,24,0,North East and Yorkshire
2020-08-03,E40000010,36,0,North West
2020-08-03,S99999999,23,0,Scotland
2020-08-03,W99999999,5,0,Wales
2020-08-04,E40000003,7,0,London
2020-08-04,E40000005,3,0,South East
2020-08-04,E40000006,1,0,South West
2020-08-04,E40000007,2,0,East of England
2020-08-04,E40000008,9,0,Midlands
2020-08-04,E40000009,19,0,North East and Yorkshire
2020-08-04,E40000010,29,0,North West
2020-08-04,N99999999,3,0,Northern Ireland
2020-08-04,S99999999,26,0,Scotland
2020-08-04,W99999999,1,0,Wales
2020-08-05,E40000003,8,0,London
2020-08-05,E40000005,1,0,South East
2020-08-05,E40000006,2,0,South West
2020-08-05,E40000007,3,0,East of England
2020-08-05,E40000008,23,0,Midlands
2020-08-05,E40000009,27,0,North East and Yorkshire
2020-08-05,E40000010,24,0,North West
2020-08-05,N99999999,1,0,Northern Ireland
2020-08-05,S99999999,38,0,Scotland
2020-08-05,W99999999,1,0,Wales
2020-08-06,E40000003,9,0,London
2020-08-06,E40000005,2,0,South East
2020-08-06,E40000006,1,0,South West
2020-08-06,E40000007,6,0,East of England
2020-08-06,E40000008,31,0,Midlands
2020-08-06,E40000009,44,0,North East and Yorkshire
2020-08-06,E40000010,28,0,North West
2020-08-06,N99999999,1,0,Northern Ireland
2020-08-06,S99999999,37,0,Scotland
2020-08-06,W99999999,3,0,Wales
2020-08-07,E40000003,14,0,London
2020-08-07,E40000005,2,0,South East
2020-08-07,E40000006,6,0,South West
2020-08-07,E40000007,3,0,East of England
2020-08-07,E40000008,26,0,Midlands
2020-08-07,E40000009,29,0,North East and Yorkshire
2020-08-07,E40000010,15,0,North West
2020-08-07,N99999999,1,0,Northern Ireland
2020-08-07,S99999999,23,0,Scotland
2020-08-07,W99999999,3,0,Wales
2020-08-08,E40000003,2,0,London
2020-08-08,E40000005,2,0,South East
2020-08-08,E40000006,4,0,South West
2020-08-08,E40000007,2,0,East of England
2020-08-08,E40000008,23,0,Midlands
2020-08-08,E40000009,14,0,North East and Yorkshire
2020-08-08,E40000010,11,0,North West
2020-08-08,S99999999,20,0,Scotland
2020-08-09,E40000003,2,0,London
2020-08-09,E40000008,54,0,Midlands
2020-08-09,E40000009,24,0,North East and Yorkshire
2020-08-09,E40000010,22,0,North West
2020-08-09,S99999999,28,0,Scotland
2020-08-10,E40000003,23,0,London
2020-08-10,E40000005,5,0,South East
2020-08-10,E40000006,7,0,South West
2020-08-10,E40000007,1,0,East of England
2020-08-10,E40000008,42,0,Midlands
2020-08-10,E40000009,69,0,North East and Yorkshire
2020-08-10,E40000010,80,0,North West
2020-08-10,S99999999,45,0,Scotland
2020-08-10,W99999999,6,0,Wales
2020-08-11,E40000003,23,0,London
2020-08-11,E40000005,4,0,South East
2020-08-11,E40000006,4,0,South West
2020-08-11,E40000007,5,0,East of England
2020-08-11,E40000008,28,0,Midlands
2020-08-11,E40000009,53,0,North East and Yorkshire
2020-08-11,E40000010,37,0,North West
2020-08-11,S99999999,49,0,Scotland
2020-08-11,W99999999,5,0,Wales
2020-08-12,E40000003,30,0,London
2020-08-12,E40000005,5,0,South East
2020-08-12,E40000006,3,0,South West
2020-08-12,E40000007,5,0,East of England
2020-08-12,E40000008,31,0,Midlands
2020-08-12,E40000009,43,0,North East and Yorkshire
2020-08-12,E40000010,33,0,North West
2020-08-12,S99999999,33,0,Scotland
2020-08-12,W99999999,4,0,Wales
2020-08-13,E40000003,17,0,London
2020-08-13,E40000005,6,0,South East
2020-08-13,E40000006,1,0,South West
2020-08-13,E40000007,8,0,East of England
2020-08-13,E40000008,21,0,Midlands
2020-08-13,E40000009,49,0,North East and Yorkshire
2020-08-13,E40000010,40,0,North West
2020-08-13,N99999999,2,0,Northern Ireland
2020-08-13,S99999999,32,0,Scotland
2020-08-13,W99999999,2,0,Wales
2020-08-14,E40000003,16,0,London
2020-08-14,E40000005,11,0,South East
2020-08-14,E40000006,2,0,South West
2020-08-14,E40000007,4,0,East of England
2020-08-14,E40000008,15,0,Midlands
2020-08-14,E40000009,48,0,North East and Yorkshire
2020-08-14,E40000010,29,0,North West
2020-08-14,S99999999,42,0,Scotland
2020-08-14,W99999999,6,0,Wales
2020-08-15,E40000003,11,0,London
2020-08-15,E40000008,7,0,Midlands
2020-08-15,E40000009,30,0,North East and Yorkshire
2020-08-15,E40000010,19,0,North West
2020-08-15,S99999999,16,0,Scotland
2020-08-15,W99999999,1,0,Wales
2020-08-16,E40000003,7,0,London
2020-08-16,E40000005,4,0,South East
2020-08-16,E40000006,1,0,South West
2020-08-16,E40000007,1,0,East of England
2020-08-16,E40000008,7,0,Midlands
2020-08-16,E40000009,8,0,North East and Yorkshire
2020-08-16,E40000010,5,0,North West
2020-08-16,S99999999,12,0,Scotland
2020-08-16,W99999999,9,0,Wales
2020-08-17,E40000003,59,0,London
2020-08-17,E40000005,24,0,South East
2020-08-17,E40000006,13,0,South West
2020-08-17,E40000007,22,0,East of England
2020-08-17,E40000008,27,0,Midlands
2020-08-17,E40000009,38,0,North East and Yorkshire
2020-08-17,E40000010,43,0,North West
2020-08-17,N99999999,1,0,Northern Ireland
2020-08-17,S99999999,48,0,Scotland
2020-08-17,W99999999,3,0,Wales
2020-08-18,E40000003,81,0,London
2020-08-18,E40000005,31,0,South East
2020-08-18,E40000006,34,0,South West
2020-08-18,E40000007,26,0,East of England
2020-08-18,E40000008,10,0,Midlands
2020-08-18,E40000009,22,0,North East and Yorkshire
2020-08-18,E40000010,18,0,North West
2020-08-18,S99999999,47,0,Scotland
2020-08-18,W99999999,20,0,Wales
2020-08-19,E40000003,22,0,London
2020-08-19,E40000005,12,0,South East
2020-08-19,E40000006,13,0,South West
2020-08-19,E40000007,7,0,East of England
2020-08-19,E40000008,21,0,Midlands
2020-08-19,E40000009,33,0,North East and Yorkshire
2020-08-19,E40000010,13,0,North West
2020-08-19,N99999999,2,0,Northern Ireland
2020-08-19,S99999999,57,0,Scotland
2020-08-19,W99999999,10,0,Wales
2020-08-20,E40000003,67,0,London
2020-08-20,E40000005,49,0,South East
2020-08-20,E40000006,39,0,South West
2020-08-20,E40000007,27,0,East of England
2020-08-20,E40000008,26,0,Midlands
2020-08-20,E40000009,31,0,North East and Yorkshire
2020-08-20,E40000010,16,0,North West
2020-08-20,N99999999,1,0,Northern Ireland
2020-08-20,S99999999,105,0,Scotland
2020-08-20,W99999999,13,0,Wales
2020-08-21,E40000003,43,0,London
2020-08-21,E40000005,43,0,South East
2020-08-21,E40000006,19,0,South West
2020-08-21,E40000007,27,0,East of England
2020-08-21,E40000008,23,0,Midlands
2020-08-21,E40000009,13,0,North East and Yorkshire
2020-08-21,E40000010,4,0,North West
2020-08-21,S99999999,56,0,Scotland
2020-08-21,W99999999,7,0,Wales
2020-08-22,E40000003,13,0,London
2020-08-22,E40000005,4,0,South East
2020-08-22,E40000006,9,0,South West
2020-08-22,E40000007,4,0,East of England
2020-08-22,E40000008,1,0,Midlands
2020-08-22,E40000009,2,0,North East and Yorkshire
2020-08-22,E40000010,6,0,North West
2020-08-22,S99999999,9,0,Scotland
2020-08-23,E40000003,27,0,London
2020-08-23,E40000005,5,0,South East
2020-08-23,E40000006,9,0,South West
2020-08-23,E40000007,8,0,East of England
2020-08-23,E40000008,4,0,Midlands
2020-08-23,E40000009,3,0,North East and Yorkshire
2020-08-23,E40000010,3,0,North West
2020-08-23,S99999999,2,0,Scotland
2020-08-23,W99999999,1,0,Wales
2020-08-24,E40000003,76,0,London
2020-08-24,E40000005,27,0,South East
2020-08-24,E40000006,12,0,South West
2020-08-24,E40000007,43,0,East of England
2020-08-24,E40000008,21,0,Midlands
2020-08-24,E40000009,19,0,North East and Yorkshire
2020-08-24,E40000010,27,0,North West
2020-08-24,N99999999,4,0,Northern Ireland
2020-08-24,S99999999,21,0,Scotland
2020-08-24,W99999999,9,0,Wales
2020-08-25,E40000003,79,0,London
2020-08-25,E40000005,40,0,South East
2020-08-25,E40000006,19,0,South West
2020-08-25,E40000007,39,0,East of England
2020-08-25,E40000008,26,0,Midlands
2020-08-25,E40000009,8,0,North East and Yorkshire
2020-08-25,E40000010,8,0,North West
2020-08-25,N99999999,3,0,Northern Ireland
2020-08-25,S99999999,15,0,Scotland
2020-08-25,W99999999,25,0,Wales
2020-08-26,E40000003,91,0,London
2020-08-26,E40000005,70,0,South East
2020-08-26,E40000006,27,0,South West
2020-08-26,E40000007,50,0,East of England
2020-08-26,E40000008,32,0,Midlands
2020-08-26,E40000009,49,0,North East and Yorkshire
2020-08-26,E40000010,21,0,North West
2020-08-26,N99999999,3,0,Northern Ireland
2020-08-26,S99999999,46,0,Scotland
2020-08-26,W99999999,21,0,Wales
2020-08-27,E40000003,94,0,London
2020-08-27,E40000005,59,0,South East
2020-08-27,E40000006,25,0,South West
2020-08-27,E40000007,46,0,East of England
2020-08-27,E40000008,14,0,Midlands
2020-08-27,E40000009,64,0,North East and Yorkshire
2020-08-27,E40000010,14,0,North West
2020-08-27,S99999999,60,0,Scotland
2020-08-27,W99999999,16,0,Wales
2020-08-28,E40000003,22,0,London
2020-08-28,E40000005,13,0,South East
2020-08-28,E40000006,5,0,South West
2020-08-28,E40000007,6,0,East of England
2020-08-28,E40000008,38,0,Midlands
2020-08-28,E40000009,59,0,North East and Yorkshire
2020-08-28,E40000010,122,0,North West
2020-08-28,S99999999,39,0,Scotland
2020-08-28,W99999999,4,0,Wales
2020-08-29,E40000003,39,0,London
2020-08-29,E40000005,21,0,South East
2020-08-29,E40000006,14,0,South West
2020-08-29,E40000007,22,0,East of England
2020-08-29,E40000008,11,0,Midlands
2020-08-29,E40000009,20,0,North East and Yorkshire
2020-08-29,E40000010,7,0,North West
2020-08-29,N99999999,2,0,Northern Ireland
2020-08-29,S99999999,65,0,Scotland
2020-08-29,W99999999,13,0,Wales
2020-08-30,E40000003,91,0,London
2020-08-30,E40000005,85,0,South East
2020-08-30,E40000006,32,0,South West
2020-08-30,E40000007,73,0,East of England
2020-08-30,E40000008,9,0,Midlands
2020-08-30,E40000009,40,0,North East and Yorkshire
2020-08-30,E40000010,2,0,North West
2020-08-30,N99999999,4,0,Northern Ireland
2020-08-30,S99999999,59,0,Scotland
2020-08-30,W99999999,27,0,Wales
2020-08-31,E40000003,117,0,London
2020-08-31,E40000005,70,0,South East
2020-08-31,E40000006,31,0,South West
2020-08-31,E40000007,61,0,East of England
2020-08-31,E40000008,58,0,Midlands
2020-08-31,E40000009,63,0,North East and Yorkshire
2020-08-31,E40000010,20,0,North West
2020-08-31,N99999999,2,0,Northern Ireland
2020-08-31,S99999999,60,0,Scotland
2020-08-31,W99999999,16,0,Wales
2020-09-01,E40000003,131,0,London
2020-09-01,E40000005,55,0,South East
2020-09-01,E40000006,55,0,South West
2020-09-01,E40000007,68,0,East of England
2020-09-01,E40000008,41,0,Midlands
2020-09-01,E40000009,78,0,North East and Yorkshire
2020-09-01,E40000010,12,0,North West
2020-09-01,N99999999,4,0,Northern Ireland
2020-09-01,S99999999,23,0,Scotland
2020-09-01,W99999999,24,0,Wales
2020-09-02,E40000003,97,0,London
2020-09-02,E40000005,35,0,South East
2020-09-02,E40000006,19,0,South West
2020-09-02,E40000007,32,0,East of England
2020-09-02,E40000008,22,0,Midlands
2020-09-02,E40000009,16,0,North East and Yorkshire
2020-09-02,E40000010,14,0,North West
2020-09-02,N99999999,2,0,Northern Ireland
2020-09-02,S99999999,26,0,Scotland
2020-09-02,W99999999,15,0,Wales
2020-09-03,E40000003,89,0,London
2020-09-03,E40000005,17,0,South East
2020-09-03,E40000006,6,0,South West
2020-09-03,E40000007,35,0,East of England
2020-09-03,E40000008,38,0,Midlands
2020-09-03,E40000009,110,0,North East and Yorkshire
2020-09-03,E40000010,30,0,North West
2020-09-03,N99999999,1,0,Northern Ireland
2020-09-03,S99999999,63,0,Scotland
2020-09-03,W99999999,18,0,Wales
2020-09-04,E40000003,61,0,London
2020-09-04,E40000005,25,0,South East
2020-09-04,E40000006,15,0,South West
2020-09-04,E40000007,8,0,East of England
2020-09-04,E40000008,48,0,Midlands
2020-09-04,E40000009,51,0,North East and Yorkshire
2020-09-04,E40000010,33,0,North West
2020-09-04,S99999999,31,0,Scotland
2020-09-04,W99999999,23,0,Wales
2020-09-05,E40000003,12,0,London
2020-09-05,E40000005,5,0,South East
2020-09-05,E40000006,1,0,South West
2020-09-05,E40000007,1,0,East of England
2020-09-05,E40000008,8,0,Midlands
2020-09-05,E40000009,48,0,North East and Yorkshire
2020-09-05,E40000010,16,0,North West
2020-09-05,S99999999,46,0,Scotland
2020-09-05,W99999999,24,0,Wales
2020-09-06,E40000003,6,0,London
2020-09-06,E40000006,1,0,South West
2020-09-06,E40000007,2,0,East of England
2020-09-06,E40000008,3,0,Midlands
2020-09-06,E40000009,10,0,North East and Yorkshire
2020-09-06,E40000010,10,0,North West
2020-09-06,S99999999,5,0,Scotland
2020-09-06,W99999999,28,0,Wales
2020-09-07,E40000003,108,0,London
2020-09-07,E40000005,31,0,South East
2020-09-07,E40000006,21,0,South West
2020-09-07,E40000007,30,0,East of England
2020-09-07,E40000008,69,0,Midlands
2020-09-07,E40000009,105,0,North East and Yorkshire
2020-09-07,E40000010,98,0,North West
2020-09-07,S99999999,83,0,Scotland
2020-09-07,W99999999,16,0,Wales
2020-09-08,E40000003,36,0,London
2020-09-08,E40000005,14,0,South East
2020-09-08,E40000006,6,0,South West
2020-09-08,E40000007,8,0,East of England
2020-09-08,E40000008,14,0,Midlands
2020-09-08,E40000009,102,0,North East and Yorkshire
2020-09-08,E40000010,36,0,North West
2020-09-08,S99999999,50,0,Scotland
2020-09-08,W99999999,38,0,Wales
2020-09-09,E40000003,78,0,London
2020-09-09,E40000005,39,0,South East
2020-09-09,E40000006,21,0,South West
2020-09-09,E40000007,21,0,East of England
2020-09-09,E40000008,118,0,Midlands
2020-09-09,E40000009,184,0,North East and Yorkshire
2020-09-09,E40000010,150,0,North West
2020-09-09,N99999999,10,0,Northern Ireland
2020-09-09,S99999999,140,0,Scotland
2020-09-09,W99999999,73,0,Wales
2020-09-10,E40000003,169,0,London
2020-09-10,E40000005,74,0,South East
2020-09-10,E40000006,34,0,South West
2020-09-10,E40000007,74,0,East of England
2020-09-10,E40000008,174,0,Midlands
2020-09-10,E40000009,218,0,North East and Yorkshire
2020-09-10,E40000010,249,0,North West
2020-09-10,N99999999,10,0,Northern Ireland
2020-09-10,S99999999,55,0,Scotland
2020-09-10,W99999999,91,0,Wales
2020-09-11,E40000003,52,0,London
2020-09-11,E40000005,25,0,South East
2020-09-11,E40000006,5,0,South West
2020-09-11,E40000007,9,0,East of England
2020-09-11,E40000008,68,0,Midlands
2020-09-11,E40000009,71,0,North East and Yorkshire
2020-09-11,E40000010,71,0,North West
2020-09-11,N99999999,6,0,Northern Ireland
2020-09-11,S99999999,9,0,Scotland
2020-09-11,W99999999,37,0,Wales
2020-09-12,E40000003,4,0,London
2020-09-12,E40000005,6,0,South East
2020-09-12,E40000006,9,0,South West
2020-09-12,E40000007,6,0,East of England
2020-09-12,E40000008,3,0,Midlands
2020-09-12,E40000009,4,0,North East and Yorkshire
2020-09-12,E40000010,7,0,North West
2020-09-12,N99999999,5,0,Northern Ireland
2020-09-12,S99999999,8,0,Scotland
2020-09-12,W99999999,24,0,Wales
2020-09-13,E40000003,2,0,London
2020-09-13,E40000005,2,0,South East
2020-09-13,E40000006,10,0,South West
2020-09-13,E40000007,5,0,East of England
2020-09-13,E40000008,10,0,Midlands
2020-09-13,E40000009,28,0,North East and Yorkshire
2020-09-13,E40000010,4,0,North West
2020-09-13,N99999999,7,0,Northern Ireland
2020-09-13,S99999999,15,0,Scotland
2020-09-13,W99999999,31,0,Wales
2020-09-14,E40000003,34,0,London
2020-09-14,E40000005,13,0,South East
2020-09-14,E40000006,2,0,South West
2020-09-14,E40000007,16,0,East of England
2020-09-14,E40000008,21,0,Midlands
2020-09-14,E40000009,50,0,North East and Yorkshire
2020-09-14,E40000010,19,0,North West
2020-09-14,N99999999,2,0,Northern Ireland
2020-09-14,S99999999,71,0,Scotland
2020-09-14,W99999999,53,0,Wales
2020-09-15,E40000003,7,0,London
2020-09-15,E40000005,12,0,South East
2020-09-15,E40000006,1,0,South West
2020-09-15,E40000007,7,0,East of England
2020-09-15,E40000008,27,0,Midlands
2020-09-15,E40000009,58,0,North East and Yorkshire
2020-09-15,E40000010,47,0,North West
2020-09-15,N99999999,1,0,Northern Ireland
2020-09-15,S99999999,46,0,Scotland
2020-09-15,W99999999,42,0,Wales
2020-09-16,E40000003,8,0,London
2020-09-16,E40000005,6,0,South East
2020-09-16,E40000006,5,0,South West
2020-09-16,E40000007,10,0,East of England
2020-09-16,E40000008,181,0,Midlands
2020-09-16,E40000009,278,0,North East and Yorkshire
2020-09-16,E40000010,454,0,North West
2020-09-16,S99999999,134,0,Scotland
2020-09-16,W99999999,64,0,Wales
2020-09-17,E40000003,17,0,London
2020-09-17,E40000005,11,0,South East
2020-09-17,E40000006,6,0,South West
2020-09-17,E40000007,6,0,East of England
2020-09-17,E40000008,19,0,Midlands
2020-09-17,E40000009,139,0,North East and Yorkshire
2020-09-17,E40000010,42,0,North West
2020-09-17,N99999999,3,0,Northern Ireland
2020-09-17,S99999999,136,0,Scotland
2020-09-17,W99999999,50,0,Wales
2020-09-18,E40000003,43,0,London
2020-09-18,E40000005,18,0,South East
2020-09-18,E40000006,19,0,South West
2020-09-18,E40000007,13,0,East of England
2020-09-18,E40000008,125,0,Midlands
2020-09-18,E40000009,122,0,North East and Yorkshire
2020-09-18,E40000010,263,0,North West
2020-09-18,N99999999,6,0,Northern Ireland
2020-09-18,S99999999,20,0,Scotland
2020-09-18,W99999999,87,0,Wales
2020-09-19,E40000003,70,0,London
2020-09-19,E40000005,33,0,South East
2020-09-19,E40000006,18,0,South West
2020-09-19,E40000007,32,0,East of England
2020-09-19,E40000008,36,0,Midlands
2020-09-19,E40000009,102,0,North East and Yorkshire
2020-09-19,E40000010,18,0,North West
2020-09-19,S99999999,32,0,Scotland
2020-09-19,W99999999,134,0,Wales
2020-09-20,E40000003,123,0,London
2020-09-20,E40000005,40,1,South East
2020-09-20,E40000006,46,0,South West
2020-09-20,E40000007,26,0,East of England
2020-09-20,E40000008,11,0,Midlands
2020-09-20,E40000009,11,0,North East and Yorkshire
2020-09-20,E40000010,3,0,North West
2020-09-20,N99999999,1,0,Northern Ireland
2020-09-20,S99999999,56,0,Scotland
2020-09-20,W99999999,127,0,Wales
2020-09-21,E40000003,87,1,London
2020-09-21,E40000005,44,0,South East
2020-09-21,E40000006,24,0,South West
2020-09-21,E40000007,30,0,East of England
2020-09-21,E40000008,353,0,Midlands
2020-09-21,E40000009,211,0,North East and Yorkshire
2020-09-21,E40000010,65,0,North West
2020-09-21,N99999999,2,0,Northern Ireland
2020-09-21,S99999999,153,0,Scotland
2020-09-21,W99999999,76,0,Wales
2020-09-22,E40000003,22,0,London
2020-09-22,E40000005,9,0,South East
2020-09-22,E40000006,6,0,South West
2020-09-22,E40000007,20,0,East of England
2020-09-22,E40000008,30,0,Midlands
2020-09-22,E40000009,110,0,North East and Yorkshire
2020-09-22,E40000010,29,0,North West
2020-09-22,S99999999,262,0,Scotland
2020-09-22,W99999999,65,0,Wales
2020-09-23,E40000003,64,0,London
2020-09-23,E40000005,27,0,South East
2020-09-23,E40000006,24,0,South West
2020-09-23,E40000007,24,0,East of England
2020-09-23,E40000008,36,0,Midlands
2020-09-23,E40000009,85,0,North East and Yorkshire
2020-09-23,E40000010,51,0,North West
2020-09-23,N99999999,7,0,Northern Ireland
2020-09-23,S99999999,110,0,Scotland
2020-09-23,W99999999,102,0,Wales
2020-09-24,E40000003,143,0,London
2020-09-24,E40000005,70,0,South East
2020-09-24,E40000006,53,0,South West
2020-09-24,E40000007,63,0,East of England
2020-09-24,E40000008,236,0,Midlands
2020-09-24,E40000009,379,0,North East and Yorkshire
2020-09-24,E40000010,790,0,North West
2020-09-24,N99999999,10,0,Northern Ireland
2020-09-24,S99999999,127,0,Scotland
2020-09-24,W99999999,134,0,Wales
2020-09-25,E40000003,103,0,London
2020-09-25,E40000005,48,0,South East
2020-09-25,E40000006,30,0,South West
2020-09-25,E40000007,49,0,East of England
2020-09-25,E40000008,83,0,Midlands
2020-09-25,E40000009,117,0,North East and Yorkshire
2020-09-25,E40000010,104,0,North West
2020-09-25,N99999999,10,0,Northern Ireland
2020-09-25,S99999999,35,0,Scotland
2020-09-25,W99999999,122,0,Wales
2020-09-26,E40000003,26,0,London
2020-09-26,E40000005,4,0,South East
2020-09-26,E40000006,3,0,South West
2020-09-26,E40000007,6,0,East of England
2020-09-26,E40000008,24,0,Midlands
2020-09-26,E40000009,38,0,North East and Yorkshire
2020-09-26,E40000010,19,0,North West
2020-09-26,N99999999,7,0,Northern Ireland
2020-09-26,S99999999,6,0,Scotland
2020-09-26,W99999999,60,0,Wales
2020-09-27,E40000003,20,0,London
2020-09-27,E40000005,16,0,South East
2020-09-27,E40000006,7,0,South West
2020-09-27,E40000007,23,0,East of England
2020-09-27,E40000008,22,0,Midlands
2020-09-27,E40000009,370,0,North East and Yorkshire
2020-09-27,E40000010,18,0,North West
2020-09-27,N99999999,13,0,Northern Ireland
2020-09-27,S99999999,277,0,Scotland
2020-09-27,W99999999,48,0,Wales
2020-09-28,E40000003,22,0,London
2020-09-28,E40000005,11,0,South East
2020-09-28,E40000006,8,0,South West
2020-09-28,E40000007,15,0,East of England
2020-09-28,E40000008,26,0,Midlands
2020-09-28,E40000009,57,0,North East and Yorkshire
2020-09-28,E40000010,38,0,North West
2020-09-28,N99999999,9,0,Northern Ireland
2020-09-28,S99999999,36,0,Scotland
2020-09-28,W99999999,38,0,Wales
2020-09-29,E40000003,46,0,London
2020-09-29,E40000005,16,0,South East
2020-09-29,E40000006,11,0,South West
2020-09-29,E40000007,22,0,East of England
2020-09-29,E40000008,49,0,Midlands
2020-09-29,E40000009,111,0,North East and Yorkshire
2020-09-29,E40000010,76,0,North West
2020-09-29,N99999999,7,0,Northern Ireland
2020-09-29,S99999999,80,0,Scotland
2020-09-29,W99999999,58,0,Wales
2020-09-30,E40000003,108,0,London
2020-09-30,E40000005,23,2,South East
2020-09-30,E40000006,35,0,South West
2020-09-30,E40000007,30,0,East of England
2020-09-30,E40000008,60,0,Midlands
2020-09-30,E40000009,43,0,North East and Yorkshire
2020-09-30,E40000010,42,0,North West
2020-09-30,N99999999,1,0,Northern Ireland
2020-09-30,S99999999,22,0,Scotland
2020-09-30,W99999999,91,0,Wales
2020-10-01,E40000003,134,1,London
2020-10-01,E40000005,49,0,South East
2020-10-01,E40000006,30,0,South West
2020-10-01,E40000007,85,0,East of England
2020-10-01,E40000008,113,0,Midlands
2020-10-01,E40000009,419,0,North East and Yorkshire
2020-10-01,E40000010,120,0,North West
2020-10-01,N99999999,9,0,Northern Ireland
2020-10-01,S99999999,350,0,Scotland
2020-10-01,W99999999,95,0,Wales
2020-10-02,E40000003,21,0,London
2020-10-02,E40000005,5,0,South East
2020-10-02,E40000006,5,0,South West
2020-10-02,E40000007,14,0,East of England
2020-10-02,E40000008,37,0,Midlands
2020-10-02,E40000009,244,0,North East and Yorkshire
2020-10-02,E40000010,73,0,North West
2020-10-02,N99999999,6,0,Northern Ireland
2020-10-02,S99999999,154,0,Scotland
2020-10-02,W99999999,67,0,Wales
2020-10-03,E40000003,103,0,London
2020-10-03,E40000005,54,0,South East
2020-10-03,E40000006,77,0,South West
2020-10-03,E40000007,63,0,East of England
2020-10-03,E40000008,40,0,Midlands
2020-10-03,E40000009,104,0,North East and Yorkshire
2020-10-03,E40000010,20,0,North West
2020-10-03,N99999999,4,0,Northern Ireland
2020-10-03,S99999999,128,0,Scotland
2020-10-03,W99999999,66,0,Wales
2020-10-04,E40000003,44,0,London
2020-10-04,E40000005,16,0,South East
2020-10-04,E40000006,10,0,South West
2020-10-04,E40000007,22,0,East of England
2020-10-04,E40000008,37,0,Midlands
2020-10-04,E40000009,48,0,North East and Yorkshire
2020-10-04,E40000010,22,0,North West
2020-10-04,N99999999,7,0,Northern Ireland
2020-10-04,S99999999,30,0,Scotland
2020-10-04,W99999999,76,0,Wales
2020-10-05,E40000003,105,0,London
2020-10-05,E40000005,90,0,South East
2020-10-05,E40000006,70,0,South West
2020-10-05,E40000007,49,0,East of England
2020-10-05,E40000008,255,0,Midlands
2020-10-05,E40000009,301,0,North East and Yorkshire
2020-10-05,E40000010,282,0,North West
2020-10-05,N99999999,10,0,Northern Ireland
2020-10-05,S99999999,89,0,Scotland
2020-10-05,W99999999,138,0,Wales
2020-10-06,E40000003,148,0,London
2020-10-06,E40000005,134,0,South East
2020-10-06,E40000006,97,0,South West
2020-10-06,E40000007,91,0,East of England
2020-10-06,E40000008,141,0,Midlands
2020-10-06,E40000009,168,0,North East and Yorkshire
2020-10-06,E40000010,244,0,North West
2020-10-06,N99999999,7,0,Northern Ireland
2020-10-06,S99999999,57,0,Scotland
2020-10-06,W99999999,152,0,Wales
2020-10-07,E40000003,28,0,London
2020-10-07,E40000005,20,0,South East
2020-10-07,E40000006,14,0,South West
2020-10-07,E40000007,24,0,East of England
2020-10-07,E40000008,163,0,Midlands
2020-10-07,E40000009,430,0,North East and Yorkshire
2020-10-07,E40000010,281,0,North West
2020-10-07,N99999999,6,0,Northern Ireland
2020-10-07,S99999999,106,0,Scotland
