sample_date,nhs,all,var2,nhs_name
2020-05-08,E40000008,21,0,Midlands
2020-05-08,E40000009,41,0,North East and Yorkshire
2020-05-08,E40000010,13,0,North West
2020-05-08,N99999999,8,0,Northern Ireland
2020-05-08,S99999999,47,0,Scotland
2020-05-08,W99999999,34,0,Wales
2020-05-09,E40000003,5,0,London
2020-05-09,E40000005,3,0,South East
2020-05-09,E40000006,16,0,South West
2020-05-09,E40000007,42,0,East of England
2020-05-09,E40000008,12,0,Midlands
2020-05-09,E40000009,28,0,North East and Yorkshire
2020-05-09,E40000010,11,0,North West
2020-05-09,N99999999,11,0,Northern Ireland
2020-05-09,S99999999,33,0,Scotland
2020-05-09,W99999999,42,0,Wales
2020-05-10,E40000003,1,0,London
2020-05-10,E40000005,5,0,South East
2020-05-10,E40000006,19,0,South West
2020-05-10,E40000007,32,0,East of England
2020-05-10,E40000008,7,0,Midlands
2020-05-10,E40000009,30,0,North East and Yorkshire
2020-05-10,E40000010,1,0,North West
2020-05-10,N99999999,10,0,Northern Ireland
2020-05-10,S99999999,27,0,Scotland
2020-05-10,W99999999,39,0,Wales
2020-05-11,E40000003,8,0,London
2020-05-11,E40000005,1,0,South East
2020-05-11,E40000006,20,0,South West
2020-05-11,E40000007,64,0,East of England
2020-05-11,E40000008,16,0,Midlands
2020-05-11,E40000009,60,0,North East and Yorkshire
2020-05-11,E40000010,27,0,North West
2020-05-11,N99999999,4,0,Northern Ireland
2020-05-11,S99999999,40,0,Scotland
2020-05-11,W99999999,74,0,Wales
2020-05-12,E40000003,7,0,London
2020-05-12,E40000005,3,0,South East
2020-05-12,E40000006,10,0,South West
2020-05-12,E40000007,37,0,East of England
2020-05-12,E40000008,11,0,Midlands
2020-05-12,E40000009,44,0,North East and Yorkshire
2020-05-12,E40000010,43,0,North West
2020-05-12,N99999999,4,0,Northern Ireland
2020-05-12,S99999999,54,0,Scotland
2020-05-12,W99999999,47,0,Wales
2020-05-13,E40000003,3,0,London
2020-05-13,E40000005,6,0,South East
2020-05-13,E40000006,18,0,South West
2020-05-13,E40000007,39,0,East of England
2020-05-13,E40000008,8,0,Midlands
2020-05-13,E40000009,35,0,North East and Yorkshire
2020-05-13,E40000010,34,0,North West
2020-05-13,S99999999,56,0,Scotland
2020-05-13,W99999999,56,0,Wales
2020-05-14,E40000003,4,0,London
2020-05-14,E40000005,7,0,South East
2020-05-14,E40000006,15,0,South West
2020-05-14,E40000007,15,0,East of England
2020-05-14,E40000008,8,0,Midlands
2020-05-14,E40000009,23,0,North East and Yorkshire
2020-05-14,E40000010,37,0,North West
2020-05-14,N99999999,12,0,Northern Ireland
2020-05-14,S99999999,59,0,Scotland
2020-05-14,W99999999,43,0,Wales
2020-05-15,E40000003,2,0,London
2020-05-15,E40000005,11,0,South East
2020-05-15,E40000006,15,0,South West
2020-05-15,E40000007,15,0,East of England
2020-05-15,E40000008,13,0,Midlands
2020-05-15,E40000009,32,0,North East and Yorkshire
2020-05-15,E40000010,4,0,North West
2020-05-15,S99999999,31,0,Scotland
2020-05-15,W99999999,56,0,Wales
2020-05-16,E40000003,1,0,London
2020-05-16,E40000005,4,0,South East
2020-05-16,E40000006,13,0,South West
2020-05-16,E40000007,11,0,East of England
2020-05-16,E40000008,13,0,Midlands
2020-05-16,E40000009,39,0,North East and Yorkshire
2020-05-16,N99999999,10,0,Northern Ireland
2020-05-16,S99999999,26,0,Scotland
2020-05-16,W99999999,19,0,Wales
2020-05-17,E40000003,3,0,London
2020-05-17,E40000005,2,0,South East
2020-05-17,E40000006,8,0,South West
2020-05-17,E40000007,10,0,East of England
2020-05-17,E40000008,4,0,Midlands
2020-05-17,E40000009,17,0,North East and Yorkshire
2020-05-17,E40000010,3,0,North West
2020-05-17,N99999999,7,0,Northern Ireland
2020-05-17,S99999999,18,0,Scotland
2020-05-17,W99999999,22,0,Wales
2020-05-18,E40000003,3,0,London
2020-05-18,E40000005,2,0,South East
2020-05-18,E40000006,22,0,South West
2020-05-18,E40000007,31,0,East of England
2020-05-18,E40000008,20,0,Midlands
2020-05-18,E40000009,47,0,North East and Yorkshire
2020-05-18,E40000010,58,0,North West
2020-05-18,N99999999,14,0,Northern Ireland
2020-05-18,S99999999,52,0,Scotland
2020-05-18,W99999999,55,0,Wales
2020-05-19,E40000003,4,0,London
2020-05-19,E40000005,3,0,South East
2020-05-19,E40000006,12,0,South West
2020-05-19,E40000007,23,0,East of England
2020-05-19,E40000008,22,0,Midlands
2020-05-19,E40000009,36,0,North East and Yorkshire
2020-05-19,E40000010,23,0,North West
2020-05-19,N99999999,16,0,Northern Ireland
2020-05-19,S99999999,42,0,Scotland
2020-05-19,W99999999,54,0,Wales
2020-05-20,E40000003,3,0,London
2020-05-20,E40000005,4,0,South East
2020-05-20,E40000006,24,0,South West
2020-05-20,E40000007,9,0,East of England
2020-05-20,E40000008,18,0,Midlands
2020-05-20,E40000009,14,0,North East and Yorkshire
2020-05-20,E40000010,11,0,North West
2020-05-20,N99999999,2,0,Northern Ireland
2020-05-20,S99999999,17,0,Scotland
2020-05-20,W99999999,60,0,Wales
2020-05-21,E40000003,3,0,London
2020-05-21,E40000005,4,0,South East
2020-05-21,E40000006,5,0,South West
2020-05-21,E40000007,16,0,East of England
2020-05-21,E40000008,24,0,Midlands
2020-05-21,E40000009,11,0,North East and Yorkshire
2020-05-21,N99999999,7,0,Northern Ireland
2020-05-21,S99999999,28,0,Scotland
2020-05-21,W99999999,39,0,Wales
2020-05-22,E40000003,1,0,London
2020-05-22,E40000005,5,0,South East
2020-05-22,E40000006,8,0,South West
2020-05-22,E40000007,16,0,East of England
2020-05-22,E40000008,24,0,Midlands
2020-05-22,E40000009,20,0,North East and Yorkshire
2020-05-22,N99999999,5,0,Northern Ireland
2020-05-22,S99999999,24,0,Scotland
2020-05-22,W99999999,43,0,Wales
2020-05-23,E40000006,8,0,South West
2020-05-23,E40000007,5,0,East of England
2020-05-23,E40000008,7,0,Midlands
2020-05-23,E40000009,4,0,North East and Yorkshire
2020-05-23,E40000010,3,0,North West
2020-05-23,N99999999,3,0,Northern Ireland
2020-05-23,S99999999,8,0,Scotland
2020-05-23,W99999999,27,0,Wales
2020-05-24,E40000005,2,0,South East
2020-05-24,E40000006,1,0,South West
2020-05-24,E40000007,1,0,East of England
2020-05-24,E40000008,20,0,Midlands
2020-05-24,E40000009,7,0,North East and Yorkshire
2020-05-24,E40000010,2,0,North West
2020-05-24,S99999999,7,0,Scotland
2020-05-24,W99999999,19,0,Wales
2020-05-25,E40000005,6,0,South East
2020-05-25,E40000006,5,0,South West
2020-05-25,E40000007,15,0,East of England
2020-05-25,E40000008,22,0,Midlands
2020-05-25,E40000009,17,0,North East and Yorkshire
2020-05-25,E40000010,14,0,North West
2020-05-25,N99999999,4,0,Northern Ireland
2020-05-25,S99999999,14,0,Scotland
2020-05-25,W99999999,35,0,Wales
2020-05-26,E40000003,2,0,London
2020-05-26,E40000005,4,0,South East
2020-05-26,E40000006,2,0,South West
2020-05-26,E40000007,11,0,East of England
2020-05-26,E40000008,27,0,Midlands
2020-05-26,E40000009,16,0,North East and Yorkshire
2020-05-26,E40000010,12,0,North West
2020-05-26,N99999999,1,0,Northern Ireland
2020-05-26,S99999999,8,0,Scotland
2020-05-26,W99999999,35,0,Wales
2020-05-27,E40000003,1,0,London
2020-05-27,E40000006,1,0,South West
2020-05-27,E40000007,11,0,East of England
2020-05-27,E40000008,31,0,Midlands
2020-05-27,E40000009,29,0,North East and Yorkshire
2020-05-27,E40000010,6,0,North West
2020-05-27,N99999999,2,0,Northern Ireland
2020-05-27,S99999999,13,0,Scotland
2020-05-27,W99999999,42,0,Wales
2020-05-28,E40000003,1,0,London
2020-05-28,E40000005,1,0,South East
2020-05-28,E40000006,2,0,South West
2020-05-28,E40000007,11,0,East of England
2020-05-28,E40000008,13,0,Midlands
2020-05-28,E40000009,18,0,North East and Yorkshire
2020-05-28,E40000010,2,0,North West
2020-05-28,N99999999,2,0,Northern Ireland
2020-05-28,S99999999,8,0,Scotland
2020-05-28,W99999999,39,0,Wales
2020-05-29,E40000005,2,0,South East
2020-05-29,E40000006,2,0,South West
2020-05-29,E40000007,8,0,East of England
2020-05-29,E40000008,10,0,Midlands
2020-05-29,E40000009,10,0,North East and Yorkshire
2020-05-29,N99999999,2,0,Northern Ireland
2020-05-29,S99999999,1,0,Scotland
2020-05-29,W99999999,31,0,Wales
2020-05-30,E40000005,3,0,South East
2020-05-30,E40000006,3,0,South West
2020-05-30,E40000007,5,0,East of England
2020-05-30,E40000008,22,0,Midlands
2020-05-30,E40000009,16,0,North East and Yorkshire
2020-05-30,N99999999,1,0,Northern Ireland
2020-05-30,S99999999,7,0,Scotland
2020-05-30,W99999999,24,0,Wales
2020-05-31,E40000005,3,0,South East
2020-05-31,E40000006,7,0,South West
2020-05-31,E40000007,7,0,East of England
2020-05-31,E40000008,14,0,Midlands
2020-05-31,E40000009,4,0,North East and Yorkshire
2020-05-31,E40000010,3,0,North West
2020-05-31,S99999999,8,0,Scotland
2020-05-31,W99999999,19,0,Wales
2020-06-01,E40000005,2,0,South East
2020-06-01,E40000006,9,0,South West
2020-06-01,E40000007,14,0,East of England
2020-06-01,E40000008,22,0,Midlands
2020-06-01,E40000009,16,0,North East and Yorkshire
2020-06-01,E40000010,27,0,North West
2020-06-01,N99999999,3,0,Northern Ireland
2020-06-01,S99999999,7,0,Scotland
2020-06-01,W99999999,24,0,Wales
2020-06-02,E40000003,2,0,London
2020-06-02,E40000005,5,0,South East
2020-06-02,E40000006,1,0,South West
2020-06-02,E40000007,18,0,East of England
2020-06-02,E40000008,38,0,Midlands
2020-06-02,E40000009,44,0,North East and Yorkshire
2020-06-02,E40000010,45,0,North West
2020-06-02,S99999999,18,0,Scotland
2020-06-02,W99999999,17,0,Wales
2020-06-03,E40000003,2,0,London
2020-06-03,E40000005,1,0,South East
2020-06-03,E40000006,2,0,South West
2020-06-03,E40000007,6,0,East of England
2020-06-03,E40000008,21,0,Midlands
2020-06-03,E40000009,12,0,North East and Yorkshire
2020-06-03,E40000010,11,0,North West
2020-06-03,S99999999,4,0,Scotland
2020-06-03,W99999999,20,0,Wales
2020-06-04,E40000003,8,0,London
2020-06-04,E40000005,7,0,South East
2020-06-04,E40000006,3,0,South West
2020-06-04,E40000007,13,0,East of England
2020-06-04,E40000008,26,0,Midlands
2020-06-04,E40000009,14,0,North East and Yorkshire
2020-06-04,E40000010,10,0,North West
2020-06-04,S99999999,9,0,Scotland
2020-06-04,W99999999,19,0,Wales
2020-06-05,E40000005,5,0,South East
2020-06-05,E40000006,1,0,South West
2020-06-05,E40000007,4,0,East of England
2020-06-05,E40000008,17,0,Midlands
2020-06-05,E40000009,5,0,North East and Yorkshire
2020-06-05,E40000010,9,0,North West
2020-06-05,S99999999,8,0,Scotland
2020-06-05,W99999999,11,0,Wales
2020-06-06,E40000003,3,0,London
2020-06-06,E40000005,11,0,South East
2020-06-06,E40000006,7,0,South West
2020-06-06,E40000007,6,0,East of England
2020-06-06,E40000008,19,0,Midlands
2020-06-06,E40000009,7,0,North East and Yorkshire
2020-06-06,E40000010,10,0,North West
2020-06-06,N99999999,1,0,Northern Ireland
2020-06-06,S99999999,5,0,Scotland
2020-06-06,W99999999,14,0,Wales
2020-06-07,E40000003,1,0,London
2020-06-07,E40000005,3,0,South East
2020-06-07,E40000007,3,0,East of England
2020-06-07,E40000008,83,0,Midlands
2020-06-07,E40000009,70,0,North East and Yorkshire
2020-06-07,E40000010,41,0,North West
2020-06-07,S99999999,2,0,Scotland
2020-06-07,W99999999,14,0,Wales
2020-06-08,E40000003,3,0,London
2020-06-08,E40000005,4,0,South East
2020-06-08,E40000007,12,0,East of England
2020-06-08,E40000008,103,0,Midlands
2020-06-08,E40000009,86,0,North East and Yorkshire
2020-06-08,E40000010,64,0,North West
2020-06-08,S99999999,4,0,Scotland
2020-06-08,W99999999,11,0,Wales
2020-06-09,E40000003,9,0,London
2020-06-09,E40000005,11,0,South East
2020-06-09,E40000006,4,0,South West
2020-06-09,E40000007,11,0,East of England
2020-06-09,E40000008,95,0,Midlands
2020-06-09,E40000009,84,0,North East and Yorkshire
2020-06-09,E40000010,69,0,North West
2020-06-09,S99999999,5,0,Scotland
2020-06-09,W99999999,21,0,Wales
2020-06-10,E40000003,7,0,London
2020-06-10,E40000005,22,0,South East
2020-06-10,E40000006,10,0,South West
2020-06-10,E40000007,27,0,East of England
2020-06-10,E40000008,81,0,Midlands
2020-06-10,E40000009,97,0,North East and Yorkshire
2020-06-10,E40000010,64,0,North West
2020-06-10,S99999999,3,0,Scotland
2020-06-10,W99999999,21,0,Wales
2020-06-11,E40000003,10,0,London
2020-06-11,E40000005,24,0,South East
2020-06-11,E40000006,11,0,South West
2020-06-11,E40000007,17,0,East of England
2020-06-11,E40000008,141,0,Midlands
2020-06-11,E40000009,113,0,North East and Yorkshire
2020-06-11,E40000010,78,0,North West
2020-06-11,S99999999,5,0,Scotland
2020-06-11,W99999999,29,0,Wales
2020-06-12,E40000003,5,0,London
2020-06-12,E40000005,18,0,South East
2020-06-12,E40000006,9,0,South West
2020-06-12,E40000007,22,0,East of England
2020-06-12,E40000008,115,0,Midlands
2020-06-12,E40000009,180,0,North East and Yorkshire
2020-06-12,E40000010,77,0,North West
2020-06-12,S99999999,3,0,Scotland
2020-06-12,W99999999,31,0,Wales
2020-06-13,E40000003,5,0,London
2020-06-13,E40000005,4,0,South East
2020-06-13,E40000006,3,0,South West
2020-06-13,E40000007,11,0,East of England
2020-06-13,E40000008,84,0,Midlands
2020-06-13,E40000009,141,0,North East and Yorkshire
2020-06-13,E40000010,62,0,North West
2020-06-13,S99999999,2,0,Scotland
2020-06-13,W99999999,27,0,Wales
2020-06-14,E40000003,4,0,London
2020-06-14,E40000005,18,0,South East
2020-06-14,E40000006,4,0,South West
2020-06-14,E40000007,18,0,East of England
2020-06-14,E40000008,84,0,Midlands
2020-06-14,E40000009,129,0,North East and Yorkshire
2020-06-14,E40000010,67,0,North West
2020-06-14,S99999999,1,0,Scotland
2020-06-14,W99999999,26,0,Wales
2020-06-15,E40000003,1,0,London
2020-06-15,E40000005,13,0,South East
2020-06-15,E40000006,5,0,South West
2020-06-15,E40000007,22,0,East of England
2020-06-15,E40000008,100,0,Midlands
2020-06-15,E40000009,111,0,North East and Yorkshire
2020-06-15,E40000010,68,0,North West
2020-06-15,S99999999,6,0,Scotland
2020-06-15,W99999999,34,0,Wales
2020-06-16,E40000003,7,0,London
2020-06-16,E40000005,6,0,South East
2020-06-16,E40000006,3,0,South West
2020-06-16,E40000007,8,0,East of England
2020-06-16,E40000008,114,0,Midlands
2020-06-16,E40000009,87,0,North East and Yorkshire
2020-06-16,E40000010,75,0,North West
2020-06-16,S99999999,3,0,Scotland
2020-06-16,W99999999,34,0,Wales
2020-06-17,E40000003,7,0,London
2020-06-17,E40000005,5,0,South East
2020-06-17,E40000006,1,0,South West
2020-06-17,E40000007,13,0,East of England
2020-06-17,E40000008,112,0,Midlands
2020-06-17,E40000009,97,0,North East and Yorkshire
2020-06-17,E40000010,72,0,North West
2020-06-17,S99999999,8,0,Scotland
2020-06-17,W99999999,17,0,Wales
2020-06-18,E40000003,5,0,London
2020-06-18,E40000005,2,0,South East
2020-06-18,E40000007,27,0,East of England
2020-06-18,E40000008,53,0,Midlands
2020-06-18,E40000009,83,0,North East and Yorkshire
2020-06-18,E40000010,29,0,North West
2020-06-18,S99999999,4,0,Scotland
2020-06-18,W99999999,16,0,Wales
2020-06-19,E40000003,2,0,London
2020-06-19,E40000005,4,0,South East
2020-06-19,E40000006,1,0,South West
2020-06-19,E40000007,13,0,East of England
2020-06-19,E40000008,80,0,Midlands
2020-06-19,E40000009,109,0,North East and Yorkshire
2020-06-19,E40000010,59,0,North West
2020-06-19,S99999999,1,0,Scotland
2020-06-19,W99999999,26,0,Wales
2020-06-20,E40000003,3,0,London
2020-06-20,E40000005,3,0,South East
2020-06-20,E40000006,2,0,South West
2020-06-20,E40000007,4,0,East of England
2020-06-20,E40000008,53,0,Midlands
2020-06-20,E40000009,30,0,North East and Yorkshire
2020-06-20,E40000010,44,0,North West
2020-06-20,S99999999,2,0,Scotland
2020-06-20,W99999999,11,0,Wales
2020-06-21,E40000003,6,0,London
2020-06-21,E40000005,15,0,South East
2020-06-21,E40000006,2,0,South West
2020-06-21,E40000007,5,0,East of England
2020-06-21,E40000008,44,0,Midlands
2020-06-21,E40000009,64,0,North East and Yorkshire
2020-06-21,E40000010,26,0,North West
2020-06-21,S99999999,1,0,Scotland
2020-06-21,W99999999,24,0,Wales
2020-06-22,E40000003,10,0,London
2020-06-22,E40000005,10,0,South East
2020-06-22,E40000007,2,0,East of England
2020-06-22,E40000008,47,0,Midlands
2020-06-22,E40000009,44,0,North East and Yorkshire
2020-06-22,E40000010,35,0,North West
2020-06-22,S99999999,3,0,Scotland
2020-06-22,W99999999,14,0,Wales
2020-06-23,E40000003,4,0,London
2020-06-23,E40000006,1,0,South West
2020-06-23,E40000007,6,0,East of England
2020-06-23,E40000008,74,0,Midlands
2020-06-23,E40000009,88,0,North East and Yorkshire
2020-06-23,E40000010,34,0,North West
2020-06-23,S99999999,2,0,Scotland
2020-06-23,W99999999,34,0,Wales
2020-06-24,E40000003,2,0,London
2020-06-24,E40000005,2,0,South East
2020-06-24,E40000006,1,0,South West
2020-06-24,E40000007,7,0,East of England
2020-06-24,E40000008,92,0,Midlands
2020-06-24,E40000009,65,0,North East and Yorkshire
2020-06-24,E40000010,67,0,North West
2020-06-24,S99999999,3,0,Scotland
2020-06-24,W99999999,9,0,Wales
2020-06-25,E40000003,2,0,London
2020-06-25,E40000006,1,0,South West
2020-06-25,E40000007,4,0,East of England
2020-06-25,E40000008,55,0,Midlands
2020-06-25,E40000009,50,0,North East and Yorkshire
2020-06-25,E40000010,31,0,North West
2020-06-25,S99999999,4,0,Scotland
2020-06-25,W99999999,15,0,Wales
2020-06-26,E40000006,1,0,South West
2020-06-26,E40000007,2,0,East of England
2020-06-26,E40000008,15,0,Midlands
2020-06-26,E40000009,9,0,North East and Yorkshire
2020-06-26,E40000010,1,0,North West
2020-06-26,S99999999,6,0,Scotland
2020-06-26,W99999999,4,0,Wales
2020-06-27,E40000005,1,0,South East
2020-06-27,E40000006,1,0,South West
2020-06-27,E40000008,6,0,Midlands
2020-06-27,E40000009,14,0,North East and Yorkshire
2020-06-27,E40000010,3,0,North West
2020-06-27,S99999999,3,0,Scotland
2020-06-27,W99999999,49,0,Wales
2020-06-28,E40000003,1,0,London
2020-06-28,E40000006,1,0,South West
2020-06-28,E40000008,2,0,Midlands
2020-06-28,E40000009,11,0,North East and Yorkshire
2020-06-28,S99999999,2,0,Scotland
2020-06-28,W99999999,2,0,Wales
2020-06-29,E40000003,5,0,London
2020-06-29,E40000006,5,0,South West
2020-06-29,E40000007,4,0,East of England
2020-06-29,E40000008,42,0,Midlands
2020-06-29,E40000009,53,0,North East and Yorkshire
2020-06-29,E40000010,39,0,North West
2020-06-29,W99999999,8,0,Wales
2020-06-30,E40000003,9,0,London
2020-06-30,E40000005,17,0,South East
2020-06-30,E40000006,8,0,South West
2020-06-30,E40000007,8,0,East of England
2020-06-30,E40000008,55,0,Midlands
2020-06-30,E40000009,38,0,North East and Yorkshire
2020-06-30,E40000010,24,0,North West
2020-06-30,S99999999,1,0,Scotland
2020-06-30,W99999999,5,0,Wales
2020-07-01,E40000003,3,0,London
2020-07-01,E40000005,3,0,South East
2020-07-01,E40000006,1,0,South West
2020-07-01,E40000007,2,0,East of England
2020-07-01,E40000008,70,0,Midlands
2020-07-01,E40000009,58,0,North East and Yorkshire
2020-07-01,E40000010,54,0,North West
2020-07-01,W99999999,9,0,Wales
2020-07-02,E40000003,15,0,London
2020-07-02,E40000005,18,0,South East
2020-07-02,E40000007,11,0,East of England
2020-07-02,E40000008,85,0,Midlands
2020-07-02,E40000009,57,0,North East and Yorkshire
2020-07-02,E40000010,48,0,North West
2020-07-02,W99999999,7,0,Wales
2020-07-03,E40000003,7,0,London
2020-07-03,E40000005,6,0,South East
2020-07-03,E40000007,7,0,East of England
2020-07-03,E40000008,64,0,Midlands
2020-07-03,E40000009,71,0,North East and Yorkshire
2020-07-03,E40000010,42,0,North West
2020-07-03,S99999999,6,0,Scotland
2020-07-03,W99999999,3,0,Wales
2020-07-04,E40000003,7,0,London
2020-07-04,E40000005,6,0,South East
2020-07-04,E40000006,1,0,South West
2020-07-04,E40000007,11,0,East of England
2020-07-04,E40000008,32,0,Midlands
2020-07-04,E40000009,23,0,North East and Yorkshire
2020-07-04,E40000010,27,0,North West
2020-07-04,S99999999,1,0,Scotland
2020-07-04,W99999999,3,0,Wales
2020-07-05,E40000003,12,0,London
2020-07-05,E40000005,18,0,South East
2020-07-05,E40000006,2,0,South West
2020-07-05,E40000007,20,0,East of England
2020-07-05,E40000008,17,0,Midlands
2020-07-05,E40000009,2,0,North East and Yorkshire
2020-07-05,E40000010,1,0,North West
2020-07-06,E40000003,6,0,London
2020-07-06,E40000005,6,0,South East
2020-07-06,E40000006,2,0,South West
2020-07-06,E40000007,9,0,East of England
2020-07-06,E40000008,14,0,Midlands
2020-07-06,E40000009,8,0,North East and Yorkshire
2020-07-06,E40000010,1,0,North West
2020-07-06,W99999999,3,0,Wales
2020-07-07,E40000003,2,0,London
2020-07-07,E40000005,2,0,South East
2020-07-07,E40000007,1,0,East of England
2020-07-07,E40000008,2,0,Midlands
2020-07-07,W99999999,3,0,Wales
2020-07-08,E40000007,1,0,East of England
2020-07-08,E40000008,3,0,Midlands
2020-07-08,E40000009,2,0,North East and Yorkshire
2020-07-08,E40000010,2,0,North West
2020-07-08,W99999999,2,0,Wales
2020-07-09,E40000003,3,0,London
2020-07-09,E40000008,3,0,Midlands
2020-07-09,E40000009,3,0,North East and Yorkshire
2020-07-09,S99999999,2,0,Scotland
2020-07-09,W99999999,1,0,Wales
2020-07-10,E40000003,4,0,London
2020-07-10,E40000007,1,0,East of England
2020-07-10,E40000008,6,0,Midlands
2020-07-10,E40000009,6,0,North East and Yorkshire
2020-07-10,W99999999,4,0,Wales
2020-07-11,E40000003,2,0,London
2020-07-11,E40000008,16,0,Midlands
2020-07-11,E40000009,7,0,North East and Yorkshire
2020-07-11,W99999999,1,0,Wales
2020-07-12,E40000003,3,0,London
2020-07-12,E40000005,1,0,South East
2020-07-12,E40000007,4,0,East of England
2020-07-12,E40000008,7,0,Midlands
2020-07-12,E40000009,5,0,North East and Yorkshire
2020-07-12,W99999999,1,0,Wales
2020-07-13,E40000003,5,0,London
2020-07-13,E40000005,3,0,South East
2020-07-13,E40000007,8,0,East of England
2020-07-13,E40000008,29,0,Midlands
2020-07-13,E40000009,7,0,North East and Yorkshire
2020-07-13,E40000010,5,0,North West
2020-07-13,S99999999,2,0,Scotland
2020-07-13,W99999999,8,0,Wales
2020-07-14,E40000003,5,0,London
2020-07-14,E40000005,7,0,South East
2020-07-14,E40000006,2,0,South West
2020-07-14,E40000007,11,0,East of England
2020-07-14,E40000008,35,0,Midlands
2020-07-14,E40000009,18,0,North East and Yorkshire
2020-07-14,E40000010,11,0,North West
2020-07-14,W99999999,1,0,Wales
2020-07-15,E40000003,17,0,London
2020-07-15,E40000005,17,0,South East
2020-07-15,E40000006,2,0,South West
2020-07-15,E40000007,7,0,East of England
2020-07-15,E40000008,69,0,Midlands
2020-07-15,E40000009,54,0,North East and Yorkshire
2020-07-15,E40000010,65,0,North West
2020-07-15,S99999999,1,0,Scotland
2020-07-15,W99999999,7,0,Wales
2020-07-16,E40000003,19,0,London
2020-07-16,E40000005,25,0,South East
2020-07-16,E40000006,7,0,South West
2020-07-16,E40000007,32,0,East of England
2020-07-16,E40000008,39,0,Midlands
2020-07-16,E40000009,17,0,North East and Yorkshire
2020-07-16,E40000010,12,0,North West
2020-07-16,S99999999,3,0,Scotland
2020-07-16,W99999999,5,0,Wales
2020-07-17,E40000003,18,0,London
2020-07-17,E40000005,21,0,South East
2020-07-17,E40000006,6,0,South West
2020-07-17,E40000007,28,0,East of England
2020-07-17,E40000008,43,0,Midlands
2020-07-17,E40000009,16,0,North East and Yorkshire
2020-07-17,E40000010,5,0,North West
2020-07-17,S99999999,1,0,Scotland
2020-07-17,W99999999,3,0,Wales
2020-07-18,E40000003,14,0,London
2020-07-18,E40000005,18,0,South East
2020-07-18,E40000006,4,0,South West
2020-07-18,E40000007,10,0,East of England
2020-07-18,E40000008,20,0,Midlands
2020-07-18,E40000009,13,0,North East and Yorkshire
2020-07-18,E40000010,6,0,North West
2020-07-18,S99999999,7,0,Scotland
2020-07-18,W99999999,4,0,Wales
2020-07-19,E40000003,9,0,London
2020-07-19,E40000005,8,0,South East
2020-07-19,E40000006,1,0,South West
2020-07-19,E40000007,3,0,East of England
2020-07-19,E40000008,11,0,Midlands
2020-07-19,E40000009,8,0,North East and Yorkshire
2020-07-19,E40000010,4,0,North West
2020-07-19,S99999999,8,0,Scotland
2020-07-19,W99999999,5,0,Wales
2020-07-20,E40000003,18,0,London
2020-07-20,E40000005,4,0,South East
2020-07-20,E40000007,6,0,East of England
2020-07-20,E40000008,18,0,Midlands
2020-07-20,E40000009,16,0,North East and Yorkshire
2020-07-20,E40000010,20,0,North West
2020-07-20,S99999999,6,0,Scotland
2020-07-20,W99999999,10,0,Wales
2020-07-21,E40000003,11,0,London
2020-07-21,E40000005,4,0,South East
2020-07-21,E40000007,4,0,East of England
2020-07-21,E40000008,13,0,Midlands
2020-07-21,E40000009,19,0,North East and Yorkshire
2020-07-21,E40000010,14,0,North West
2020-07-21,S99999999,2,0,Scotland
2020-07-21,W99999999,6,0,Wales
2020-07-22,E40000003,9,0,London
2020-07-22,E40000005,3,0,South East
2020-07-22,E40000006,7,0,South West
2020-07-22,E40000007,2,0,East of England
2020-07-22,E40000008,18,0,Midlands
2020-07-22,E40000009,20,0,North East and Yorkshire
2020-07-22,E40000010,24,0,North West
2020-07-22,S99999999,4,0,Scotland
2020-07-22,W99999999,7,0,Wales
2020-07-23,E40000003,8,0,London
2020-07-23,E40000005,3,0,South East
2020-07-23,E40000006,5,0,South West
2020-07-23,E40000007,3,0,East of England
2020-07-23,E40000008,20,0,Midlands
2020-07-23,E40000009,16,0,North East and Yorkshire
2020-07-23,E40000010,21,0,North West
2020-07-23,S99999999,5,0,Scotland
2020-07-23,W99999999,8,0,Wales
2020-07-24,E40000003,9,0,London
2020-07-24,E40000005,9,0,South East
2020-07-24,E40000006,10,0,South West
2020-07-24,E40000007,10,0,East of England
2020-07-24,E40000008,27,0,Midlands
2020-07-24,E40000009,18,0,North East and Yorkshire
2020-07-24,E40000010,22,0,North West
2020-07-24,S99999999,5,0,Scotland
2020-07-24,W99999999,9,0,Wales
2020-07-25,E40000003,8,0,London
2020-07-25,E40000005,3,0,South East
2020-07-25,E40000006,2,0,South West
2020-07-25,E40000007,3,0,East of England
2020-07-25,E40000008,15,0,Midlands
2020-07-25,E40000009,9,0,North East and Yorkshire
2020-07-25,E40000010,10,0,North West
2020-07-25,S99999999,2,0,Scotland
2020-07-25,W99999999,7,0,Wales
2020-07-26,E40000003,3,0,London
2020-07-26,E40000006,3,0,South West
2020-07-26,E40000007,2,0,East of England
2020-07-26,E40000008,5,0,Midlands
2020-07-26,E40000009,9,0,North East and Yorkshire
2020-07-26,E40000010,14,0,North West
2020-07-26,S99999999,2,0,Scotland
2020-07-26,W99999999,1,0,Wales
2020-07-27,E40000003,16,0,London
2020-07-27,E40000005,6,0,South East
2020-07-27,E40000006,12,0,South West
2020-07-27,E40000007,6,0,East of England
2020-07-27,E40000008,16,0,Midlands
2020-07-27,E40000009,16,0,North East and Yorkshire
2020-07-27,E40000010,15,0,North West
2020-07-27,S99999999,4,0,Scotland
