date,nhs_name,sgtf,other
2020-12-17,South East,1790,508
2020-12-17,South West,123,203
2020-12-18,East of England,939,216
2020-12-18,London,2333,619
2020-12-18,Midlands,251,526
2020-12-18,North East and Yorkshire,194,442
2020-12-18,North West,311,1107
2020-12-18,South East,1565,557
2020-12-18,South West,141,219
2020-12-19,East of England,1076,274
2020-12-19,London,2180,574
2020-12-19,Midlands,441,728
2020-12-19,North East and Yorkshire,172,507
2020-12-19,North West,148,468
2020-12-19,South East,1249,283
2020-12-19,South West,93,126
2020-12-20,East of England,1618,409
2020-12-20,London,2381,528
2020-12-20,Midlands,348,582
2020-12-20,North East and Yorkshire,484,1017
2020-12-20,North West,344,936
2020-12-20,South East,2248,620
2020-12-20,South West,236,210
2020-12-21,East of England,1625,327
2020-12-21,London,2312,520
2020-12-21,Midlands,1026,1304
2020-12-21,North East and Yorkshire,650,1571
2020-12-21,North West,594,1217
2020-12-21,South East,1619,416
2020-12-21,South West,240,301
2020-12-22,East of England,1888,420
2020-12-22,London,2028,420
2020-12-22,Midlands,1182,1405
2020-12-22,North East and Yorkshire,769,1772
2020-12-22,North West,521,1180
2020-12-22,South East,1364,268
2020-12-22,South West,71,112
2020-12-23,East of England,1259,256
2020-12-23,London,1673,397
2020-12-23,Midlands,1065,1170
2020-12-23,North East and Yorkshire,757,1393
2020-12-23,North West,491,1007
2020-12-23,South East,1749,526
2020-12-23,South West,491,502
2020-12-24,East of England,1816,340
2020-12-24,London,4197,927
2020-12-24,Midlands,1055,1012
2020-12-24,North East and Yorkshire,599,1050
2020-12-24,North West,720,1272
2020-12-24,South East,2968,728
2020-12-24,South West,428,379
2020-12-25,East of England,1226,245
2020-12-25,London,2809,445
2020-12-25,Midlands,610,598
2020-12-25,North East and Yorkshire,285,491
2020-12-25,North West,275,337
2020-12-25,South East,1175,215
2020-12-25,South West,6,5
2020-12-26,East of England,2542,430
2020-12-26,London,5024,823
2020-12-26,Midlands,1491,1035
2020-12-26,North East and Yorkshire,868,1185
2020-12-26,North West,571,828
2020-12-26,South East,3175,563
2020-12-26,South West,40,53
2020-12-27,East of England,2131,349
2020-12-27,London,4930,647
2020-12-27,Midlands,1665,1312
2020-12-27,North East and Yorkshire,1150,1465
2020-12-27,North West,862,1176
2020-12-27,South East,2959,457
2020-12-27,South West,353,264
2020-12-28,East of England,991,177
2020-12-28,London,1642,196
2020-12-28,Midlands,1553,1054
2020-12-28,North East and Yorkshire,1166,1466
2020-12-28,North West,914,1080
2020-12-28,South East,1631,280
2020-12-28,South West,286,175
2020-12-29,East of England,2812,473
2020-12-29,London,3471,430
2020-12-29,Midlands,2992,1894
2020-12-29,North East and Yorkshire,2234,2173
2020-12-29,North West,2136,2207
2020-12-29,South East,3640,582
2020-12-29,South West,543,323
2020-12-30,East of England,1778,222
2020-12-30,London,5110,888
2020-12-30,Midlands,2891,1707
2020-12-30,North East and Yorkshire,2158,2431
2020-12-30,North West,2688,2589
2020-12-30,South East,3561,452
2020-12-30,South West,561,358
2020-12-31,East of England,1323,236
2020-12-31,London,5095,845
2020-12-31,Midlands,2684,1295
2020-12-31,North East and Yorkshire,1583,1528
2020-12-31,North West,1598,1320
2020-12-31,South East,2524,352
2020-12-31,South West,499,331
2021-01-01,East of England,2177,274
2021-01-01,London,2830,353
2021-01-01,Midlands,1940,957
2021-01-01,North East and Yorkshire,1088,1017
2021-01-01,North West,1118,944
2021-01-01,South East,1959,212
2021-01-01,South West,375,132
2021-01-02,East of England,2391,335
2021-01-02,London,6318,707
2021-01-02,Midlands,3473,1670
2021-01-02,North East and Yorkshire,2045,1747
2021-01-02,North West,2138,1706
2021-01-02,South East,3918,463
2021-01-02,South West,619,343
2021-01-03,East of England,1382,123
2021-01-03,London,3056,240
2021-01-03,Midlands,2566,1052
2021-01-03,North East and Yorkshire,1869,1361
2021-01-03,North West,1896,1468
2021-01-03,South East,1989,176
2021-01-03,South West,338,134
2021-01-04,East of England,1539,174
2021-01-04,London,3332,195
2021-01-04,Midlands,3665,1348
2021-01-04,North East and Yorkshire,2423,1539
2021-01-04,North West,506,325
2021-01-04,South East,2213,200
2021-01-04,South West,39,19
2021-01-05,East of England,0,0
2021-01-05,London,13,2
2021-01-05,Midlands,59,10
2021-01-05,North East and Yorkshire,197,67
2021-01-05,North West,14,7
2021-01-05,South East,70,9
2021-01-05,South West,1,0
