1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.0611515682644007,0.0576098212749243,0.0646933152538772,1.39980595781471,1.37280215153693,1.42734094446153,1.24625822958662,1.23046894963577,1.26225011632527
