1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.100660548516202,0.0921508910488286,0.109170205983576,1.73956140757216,1.66002041546971,1.82291365968423,1.43674189136883,1.3933949895682,1.48143726500247
