1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.105953241732649,0.0992668010892588,0.112639682376039,1.79094395413067,1.72627758612622,1.85803272464125,1.46437959808265,1.42955110716977,1.50005662373709
