1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.084278265883891,0.0802736072448125,0.0882829245229696,1.58967638228346,1.55504555317197,1.62507843917186,1.35445851858371,1.33507168372035,1.37412687343631
