1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.0798134027323918,0.0671647638559916,0.092462041608792,1.5511145158505,1.44687520678087,1.66286368721122,1.33286165329689,1.27353073558557,1.39495666432618
