1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.0475570502405385,0.0442185283691093,0.0508955721119676,1.29895978180882,1.27532609415396,1.3230314368155,1.18673445654475,1.17255684510479,1.2010834922248
