1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.117332783333603,0.111099932173938,0.123565634493267,1.90661669666021,1.84236417936153,1.97311002282038,1.52561562938964,1.49176466159688,1.56023473980571
