1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.0419164048731627,0.0383866826410905,0.0454461271052349,1.25928012307947,1.23506889571252,1.2839659665044,1.16287926826703,1.14819604877104,1.1777502579047
