1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.116652987800858,0.112239713032313,0.121066262569402,1.89950140422332,1.8539498583842,1.94617215149011,1.52188661011556,1.49789826202327,1.54625912371414
