1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.0958690782998302,0.0670470050064361,0.124691151593224,1.69431737423276,1.44593840720492,1.98536213598216,1.41217162887529,1.27299095975628,1.56656941992903
