1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.114756555843999,0.110242426287917,0.119270685400081,1.87979185848716,1.83369552763053,1.92704698134956,1.51153184129362,1.48716665320267,1.53629621960945
