1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.109302990088162,0.103303671167516,0.115302309008808,1.82424544270319,1.76503441966428,1.88544279825225,1.48214559504257,1.45047808546577,1.51450448436019
