1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.0572286600329442,0.0536543265395638,0.0608029935263246,1.36992724169949,1.3432590607096,1.39712487519643,1.2287816820553,1.21307150309654,1.24469531952602
