1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.0419164048736241,0.038386682641513,0.0454461271057351,1.25928012308267,1.23506889571539,1.28396596650794,1.16287926826896,1.14819604877279,1.17775025790682
