1,logistic_growth_rate,asymp.LCL,asymp.UCL,M1,M1.LCL,M1.UCL,M2,M2.LCL,M2.UCL
overall,0.133015886032872,0.127123650744921,0.138908121320823,2.07837715070853,2.01210226624037,2.14683500588596,1.61422859065723,1.58034810545734,1.6488354267626
