"sample_date","nhs_name","variant","count","total","sample_date_num","prop"
2020-02-27,"East of England","B.1.1",0,1,18319,0
2020-03-01,"East of England","B.1.1",1,2,18322,0.5
2020-03-03,"East of England","B.1.1",0,3,18324,0
2020-03-04,"East of England","B.1.1",2,7,18325,0.285714285714286
2020-03-06,"East of England","B.1.1",0,4,18327,0
2020-03-07,"East of England","B.1.1",0,2,18328,0
2020-03-08,"East of England","B.1.1",1,4,18329,0.25
2020-03-09,"East of England","B.1.1",3,6,18330,0.5
2020-03-10,"East of England","B.1.1",2,18,18331,0.111111111111111
2020-03-11,"East of England","B.1.1",1,10,18332,0.1
2020-03-12,"East of England","B.1.1",3,20,18333,0.15
2020-03-13,"East of England","B.1.1",1,16,18334,0.0625
2020-03-14,"East of England","B.1.1",4,12,18335,0.333333333333333
2020-03-15,"East of England","B.1.1",3,9,18336,0.333333333333333
2020-03-16,"East of England","B.1.1",2,20,18337,0.1
2020-03-17,"East of England","B.1.1",0,22,18338,0
2020-03-18,"East of England","B.1.1",3,29,18339,0.103448275862069
2020-03-19,"East of England","B.1.1",3,25,18340,0.12
2020-03-20,"East of England","B.1.1",6,40,18341,0.15
2020-03-21,"East of England","B.1.1",14,48,18342,0.291666666666667
2020-03-22,"East of England","B.1.1",17,56,18343,0.303571428571429
2020-03-23,"East of England","B.1.1",24,90,18344,0.266666666666667
2020-03-24,"East of England","B.1.1",13,41,18345,0.317073170731707
2020-03-25,"East of England","B.1.1",2,9,18346,0.222222222222222
2020-03-26,"East of England","B.1.1",12,44,18347,0.272727272727273
2020-03-27,"East of England","B.1.1",5,17,18348,0.294117647058824
2020-03-28,"East of England","B.1.1",20,69,18349,0.289855072463768
2020-03-29,"East of England","B.1.1",39,117,18350,0.333333333333333
2020-03-30,"East of England","B.1.1",48,133,18351,0.360902255639098
2020-03-31,"East of England","B.1.1",53,165,18352,0.321212121212121
2020-04-01,"East of England","B.1.1",56,161,18353,0.347826086956522
2020-04-02,"East of England","B.1.1",64,161,18354,0.397515527950311
2020-04-03,"East of England","B.1.1",55,147,18355,0.374149659863946
2020-04-04,"East of England","B.1.1",43,99,18356,0.434343434343434
2020-04-05,"East of England","B.1.1",55,136,18357,0.404411764705882
2020-04-06,"East of England","B.1.1",83,206,18358,0.402912621359223
2020-04-07,"East of England","B.1.1",63,149,18359,0.422818791946309
2020-04-08,"East of England","B.1.1",65,154,18360,0.422077922077922
2020-04-09,"East of England","B.1.1",43,109,18361,0.394495412844037
2020-04-10,"East of England","B.1.1",37,88,18362,0.420454545454545
2020-04-11,"East of England","B.1.1",51,104,18363,0.490384615384615
2020-04-12,"East of England","B.1.1",37,101,18364,0.366336633663366
2020-04-13,"East of England","B.1.1",26,79,18365,0.329113924050633
2020-04-14,"East of England","B.1.1",37,103,18366,0.359223300970874
2020-04-15,"East of England","B.1.1",31,73,18367,0.424657534246575
2020-04-16,"East of England","B.1.1",37,88,18368,0.420454545454545
2020-04-17,"East of England","B.1.1",39,79,18369,0.493670886075949
2020-04-18,"East of England","B.1.1",26,63,18370,0.412698412698413
2020-04-19,"East of England","B.1.1",23,64,18371,0.359375
2020-04-20,"East of England","B.1.1",36,93,18372,0.387096774193548
2020-04-21,"East of England","B.1.1",32,86,18373,0.372093023255814
2020-04-22,"East of England","B.1.1",36,113,18374,0.31858407079646
2020-04-23,"East of England","B.1.1",31,76,18375,0.407894736842105
2020-04-24,"East of England","B.1.1",17,51,18376,0.333333333333333
2020-04-25,"East of England","B.1.1",14,43,18377,0.325581395348837
2020-04-26,"East of England","B.1.1",12,53,18378,0.226415094339623
2020-04-27,"East of England","B.1.1",31,78,18379,0.397435897435897
2020-04-28,"East of England","B.1.1",24,56,18380,0.428571428571429
2020-04-29,"East of England","B.1.1",46,89,18381,0.51685393258427
2020-04-30,"East of England","B.1.1",33,85,18382,0.388235294117647
2020-05-01,"East of England","B.1.1",44,90,18383,0.488888888888889
2020-05-02,"East of England","B.1.1",19,47,18384,0.404255319148936
2020-05-03,"East of England","B.1.1",22,45,18385,0.488888888888889
2020-05-04,"East of England","B.1.1",20,87,18386,0.229885057471264
2020-05-05,"East of England","B.1.1",26,50,18387,0.52
2020-05-06,"East of England","B.1.1",23,81,18388,0.283950617283951
2020-05-07,"East of England","B.1.1",21,66,18389,0.318181818181818
2020-05-08,"East of England","B.1.1",14,44,18390,0.318181818181818
2020-05-09,"East of England","B.1.1",20,42,18391,0.476190476190476
2020-05-10,"East of England","B.1.1",7,32,18392,0.21875
2020-05-11,"East of England","B.1.1",23,64,18393,0.359375
2020-05-12,"East of England","B.1.1",11,37,18394,0.297297297297297
2020-05-13,"East of England","B.1.1",10,39,18395,0.256410256410256
2020-05-14,"East of England","B.1.1",3,15,18396,0.2
2020-05-15,"East of England","B.1.1",5,15,18397,0.333333333333333
2020-05-16,"East of England","B.1.1",7,11,18398,0.636363636363636
2020-05-17,"East of England","B.1.1",3,10,18399,0.3
2020-05-18,"East of England","B.1.1",4,31,18400,0.129032258064516
2020-05-19,"East of England","B.1.1",3,23,18401,0.130434782608696
2020-05-20,"East of England","B.1.1",1,9,18402,0.111111111111111
2020-05-21,"East of England","B.1.1",2,16,18403,0.125
2020-05-22,"East of England","B.1.1",5,16,18404,0.3125
2020-05-23,"East of England","B.1.1",3,5,18405,0.6
2020-05-24,"East of England","B.1.1",0,1,18406,0
2020-05-25,"East of England","B.1.1",7,15,18407,0.466666666666667
2020-05-26,"East of England","B.1.1",2,11,18408,0.181818181818182
2020-05-27,"East of England","B.1.1",4,11,18409,0.363636363636364
2020-05-28,"East of England","B.1.1",0,11,18410,0
2020-05-29,"East of England","B.1.1",1,8,18411,0.125
2020-05-30,"East of England","B.1.1",0,5,18412,0
2020-05-31,"East of England","B.1.1",0,7,18413,0
2020-06-01,"East of England","B.1.1",2,14,18414,0.142857142857143
2020-06-02,"East of England","B.1.1",6,18,18415,0.333333333333333
2020-06-03,"East of England","B.1.1",2,6,18416,0.333333333333333
2020-06-04,"East of England","B.1.1",3,13,18417,0.230769230769231
2020-06-05,"East of England","B.1.1",1,4,18418,0.25
2020-06-06,"East of England","B.1.1",0,6,18419,0
2020-06-07,"East of England","B.1.1",0,3,18420,0
2020-06-08,"East of England","B.1.1",5,12,18421,0.416666666666667
2020-06-09,"East of England","B.1.1",2,11,18422,0.181818181818182
2020-06-10,"East of England","B.1.1",2,27,18423,0.0740740740740741
2020-06-11,"East of England","B.1.1",8,17,18424,0.470588235294118
2020-06-12,"East of England","B.1.1",14,22,18425,0.636363636363636
2020-06-13,"East of England","B.1.1",0,11,18426,0
2020-06-14,"East of England","B.1.1",0,18,18427,0
2020-06-15,"East of England","B.1.1",2,22,18428,0.0909090909090909
2020-06-16,"East of England","B.1.1",1,8,18429,0.125
2020-06-17,"East of England","B.1.1",2,13,18430,0.153846153846154
2020-06-18,"East of England","B.1.1",2,27,18431,0.0740740740740741
2020-06-19,"East of England","B.1.1",7,13,18432,0.538461538461538
2020-06-20,"East of England","B.1.1",0,4,18433,0
2020-06-21,"East of England","B.1.1",0,5,18434,0
2020-06-22,"East of England","B.1.1",0,2,18435,0
2020-06-23,"East of England","B.1.1",2,6,18436,0.333333333333333
2020-06-24,"East of England","B.1.1",0,7,18437,0
2020-06-25,"East of England","B.1.1",1,4,18438,0.25
2020-06-26,"East of England","B.1.1",0,2,18439,0
2020-06-29,"East of England","B.1.1",0,4,18442,0
2020-06-30,"East of England","B.1.1",0,8,18443,0
2020-07-01,"East of England","B.1.1",0,2,18444,0
2020-07-02,"East of England","B.1.1",3,11,18445,0.272727272727273
2020-07-03,"East of England","B.1.1",0,7,18446,0
2020-07-04,"East of England","B.1.1",0,11,18447,0
2020-07-05,"East of England","B.1.1",4,20,18448,0.2
2020-07-06,"East of England","B.1.1",0,9,18449,0
2020-07-07,"East of England","B.1.1",0,1,18450,0
2020-07-08,"East of England","B.1.1",0,1,18451,0
2020-07-10,"East of England","B.1.1",0,1,18453,0
2020-07-12,"East of England","B.1.1",1,4,18455,0.25
2020-07-13,"East of England","B.1.1",0,8,18456,0
2020-07-14,"East of England","B.1.1",1,11,18457,0.0909090909090909
2020-07-15,"East of England","B.1.1",0,7,18458,0
2020-07-16,"East of England","B.1.1",2,32,18459,0.0625
2020-07-17,"East of England","B.1.1",1,28,18460,0.0357142857142857
2020-07-18,"East of England","B.1.1",0,10,18461,0
2020-07-19,"East of England","B.1.1",1,3,18462,0.333333333333333
2020-07-20,"East of England","B.1.1",1,6,18463,0.166666666666667
2020-07-21,"East of England","B.1.1",2,4,18464,0.5
2020-07-22,"East of England","B.1.1",0,2,18465,0
2020-07-23,"East of England","B.1.1",2,3,18466,0.666666666666667
2020-07-24,"East of England","B.1.1",1,10,18467,0.1
2020-07-25,"East of England","B.1.1",0,3,18468,0
2020-07-26,"East of England","B.1.1",1,2,18469,0.5
2020-07-27,"East of England","B.1.1",0,6,18470,0
2020-07-28,"East of England","B.1.1",1,1,18471,1
2020-07-29,"East of England","B.1.1",0,2,18472,0
2020-07-30,"East of England","B.1.1",0,3,18473,0
2020-07-31,"East of England","B.1.1",1,7,18474,0.142857142857143
2020-08-02,"East of England","B.1.1",0,2,18476,0
2020-08-03,"East of England","B.1.1",0,1,18477,0
2020-08-04,"East of England","B.1.1",0,2,18478,0
2020-08-05,"East of England","B.1.1",0,3,18479,0
2020-08-06,"East of England","B.1.1",1,6,18480,0.166666666666667
2020-08-07,"East of England","B.1.1",1,3,18481,0.333333333333333
2020-08-08,"East of England","B.1.1",0,2,18482,0
2020-08-10,"East of England","B.1.1",0,1,18484,0
2020-08-11,"East of England","B.1.1",1,5,18485,0.2
2020-08-12,"East of England","B.1.1",2,5,18486,0.4
2020-08-13,"East of England","B.1.1",0,8,18487,0
2020-08-14,"East of England","B.1.1",0,4,18488,0
2020-08-16,"East of England","B.1.1",0,1,18490,0
2020-08-17,"East of England","B.1.1",0,22,18491,0
2020-08-18,"East of England","B.1.1",2,26,18492,0.0769230769230769
2020-08-19,"East of England","B.1.1",0,7,18493,0
2020-08-20,"East of England","B.1.1",0,27,18494,0
2020-08-21,"East of England","B.1.1",2,27,18495,0.0740740740740741
2020-08-22,"East of England","B.1.1",0,4,18496,0
2020-08-23,"East of England","B.1.1",2,8,18497,0.25
2020-08-24,"East of England","B.1.1",3,43,18498,0.0697674418604651
2020-08-25,"East of England","B.1.1",3,39,18499,0.0769230769230769
2020-08-26,"East of England","B.1.1",7,50,18500,0.14
2020-08-27,"East of England","B.1.1",9,46,18501,0.195652173913043
2020-08-28,"East of England","B.1.1",0,6,18502,0
2020-08-29,"East of England","B.1.1",0,22,18503,0
2020-08-30,"East of England","B.1.1",3,73,18504,0.0410958904109589
2020-08-31,"East of England","B.1.1",3,61,18505,0.0491803278688525
2020-09-01,"East of England","B.1.1",4,68,18506,0.0588235294117647
2020-09-02,"East of England","B.1.1",1,32,18507,0.03125
2020-09-03,"East of England","B.1.1",0,35,18508,0
2020-09-04,"East of England","B.1.1",0,8,18509,0
2020-09-05,"East of England","B.1.1",0,1,18510,0
2020-09-06,"East of England","B.1.1",0,2,18511,0
2020-09-07,"East of England","B.1.1",4,30,18512,0.133333333333333
2020-09-08,"East of England","B.1.1",0,8,18513,0
2020-09-09,"East of England","B.1.1",0,21,18514,0
2020-09-10,"East of England","B.1.1",3,74,18515,0.0405405405405405
2020-09-11,"East of England","B.1.1",0,9,18516,0
2020-09-12,"East of England","B.1.1",0,6,18517,0
2020-09-13,"East of England","B.1.1",0,5,18518,0
2020-09-14,"East of England","B.1.1",1,19,18519,0.0526315789473684
2020-09-15,"East of England","B.1.1",0,8,18520,0
2020-09-16,"East of England","B.1.1",0,10,18521,0
2020-09-17,"East of England","B.1.1",0,6,18522,0
2020-09-18,"East of England","B.1.1",1,13,18523,0.0769230769230769
2020-09-19,"East of England","B.1.1",1,32,18524,0.03125
2020-09-20,"East of England","B.1.1",0,26,18525,0
2020-09-21,"East of England","B.1.1",1,30,18526,0.0333333333333333
2020-09-22,"East of England","B.1.1",1,20,18527,0.05
2020-09-23,"East of England","B.1.1",0,24,18528,0
2020-09-24,"East of England","B.1.1",4,63,18529,0.0634920634920635
2020-09-25,"East of England","B.1.1",1,49,18530,0.0204081632653061
2020-09-26,"East of England","B.1.1",0,6,18531,0
2020-09-27,"East of England","B.1.1",1,23,18532,0.0434782608695652
2020-09-28,"East of England","B.1.1",0,15,18533,0
2020-09-29,"East of England","B.1.1",3,22,18534,0.136363636363636
2020-09-30,"East of England","B.1.1",3,30,18535,0.1
2020-10-01,"East of England","B.1.1",1,85,18536,0.0117647058823529
2020-10-02,"East of England","B.1.1",0,14,18537,0
2020-10-03,"East of England","B.1.1",5,63,18538,0.0793650793650794
2020-10-04,"East of England","B.1.1",1,22,18539,0.0454545454545455
2020-10-05,"East of England","B.1.1",0,49,18540,0
2020-10-06,"East of England","B.1.1",2,91,18541,0.021978021978022
2020-10-07,"East of England","B.1.1",1,24,18542,0.0416666666666667
2020-10-08,"East of England","B.1.1",0,32,18543,0
2020-10-09,"East of England","B.1.1",2,58,18544,0.0344827586206897
2020-10-10,"East of England","B.1.1",0,18,18545,0
2020-10-11,"East of England","B.1.1",4,89,18546,0.0449438202247191
2020-10-12,"East of England","B.1.1",0,31,18547,0
2020-10-13,"East of England","B.1.1",1,97,18548,0.0103092783505155
2020-10-14,"East of England","B.1.1",0,64,18549,0
2020-10-15,"East of England","B.1.1",2,175,18550,0.0114285714285714
2020-10-16,"East of England","B.1.1",0,64,18551,0
2020-10-17,"East of England","B.1.1",2,29,18552,0.0689655172413793
2020-10-18,"East of England","B.1.1",1,10,18553,0.1
2020-10-19,"East of England","B.1.1",0,99,18554,0
2020-10-20,"East of England","B.1.1",2,59,18555,0.0338983050847458
2020-10-21,"East of England","B.1.1",2,183,18556,0.0109289617486339
2020-10-22,"East of England","B.1.1",2,127,18557,0.015748031496063
2020-10-23,"East of England","B.1.1",3,99,18558,0.0303030303030303
2020-10-24,"East of England","B.1.1",0,45,18559,0
2020-10-25,"East of England","B.1.1",0,18,18560,0
2020-10-26,"East of England","B.1.1",0,38,18561,0
2020-10-27,"East of England","B.1.1",0,14,18562,0
2020-10-28,"East of England","B.1.1",0,31,18563,0
2020-10-29,"East of England","B.1.1",2,55,18564,0.0363636363636364
2020-10-30,"East of England","B.1.1",1,155,18565,0.00645161290322581
2020-10-31,"East of England","B.1.1",3,95,18566,0.0315789473684211
2020-11-01,"East of England","B.1.1",0,138,18567,0
2020-11-02,"East of England","B.1.1",2,277,18568,0.0072202166064982
2020-11-03,"East of England","B.1.1",0,149,18569,0
2020-11-04,"East of England","B.1.1",1,44,18570,0.0227272727272727
2020-11-05,"East of England","B.1.1",1,266,18571,0.0037593984962406
2020-11-06,"East of England","B.1.1",1,111,18572,0.00900900900900901
2020-11-07,"East of England","B.1.1",0,38,18573,0
2020-11-08,"East of England","B.1.1",0,257,18574,0
2020-11-09,"East of England","B.1.1",2,184,18575,0.0108695652173913
2020-11-10,"East of England","B.1.1",0,91,18576,0
2020-11-11,"East of England","B.1.1",1,90,18577,0.0111111111111111
2020-11-12,"East of England","B.1.1",4,271,18578,0.014760147601476
2020-11-13,"East of England","B.1.1",4,204,18579,0.0196078431372549
2020-11-14,"East of England","B.1.1",1,133,18580,0.0075187969924812
2020-11-15,"East of England","B.1.1",0,205,18581,0
2020-11-16,"East of England","B.1.1",0,51,18582,0
2020-11-17,"East of England","B.1.1",0,88,18583,0
2020-11-18,"East of England","B.1.1",1,101,18584,0.0099009900990099
2020-11-19,"East of England","B.1.1",0,61,18585,0
2020-11-20,"East of England","B.1.1",1,74,18586,0.0135135135135135
2020-11-21,"East of England","B.1.1",1,128,18587,0.0078125
2020-11-22,"East of England","B.1.1",1,213,18588,0.00469483568075117
2020-11-23,"East of England","B.1.1",0,83,18589,0
2020-11-24,"East of England","B.1.1",0,30,18590,0
2020-11-25,"East of England","B.1.1",0,28,18591,0
2020-11-26,"East of England","B.1.1",0,50,18592,0
2020-11-27,"East of England","B.1.1",0,69,18593,0
2020-11-28,"East of England","B.1.1",0,33,18594,0
2020-11-29,"East of England","B.1.1",0,48,18595,0
2020-11-30,"East of England","B.1.1",0,37,18596,0
2020-12-01,"East of England","B.1.1",0,48,18597,0
2020-12-02,"East of England","B.1.1",0,70,18598,0
2020-12-03,"East of England","B.1.1",0,50,18599,0
2020-12-04,"East of England","B.1.1",1,50,18600,0.02
2020-12-05,"East of England","B.1.1",0,42,18601,0
2020-12-06,"East of England","B.1.1",0,34,18602,0
2020-12-07,"East of England","B.1.1",0,152,18603,0
2020-12-08,"East of England","B.1.1",0,94,18604,0
2020-12-09,"East of England","B.1.1",0,99,18605,0
2020-12-10,"East of England","B.1.1",5,262,18606,0.0190839694656489
2020-12-11,"East of England","B.1.1",0,159,18607,0
2020-12-12,"East of England","B.1.1",0,68,18608,0
2020-12-13,"East of England","B.1.1",0,131,18609,0
2020-12-14,"East of England","B.1.1",0,146,18610,0
2020-12-15,"East of England","B.1.1",0,251,18611,0
2020-12-16,"East of England","B.1.1",0,190,18612,0
2020-12-17,"East of England","B.1.1",2,311,18613,0.00643086816720257
2020-12-18,"East of England","B.1.1",1,231,18614,0.00432900432900433
2020-12-19,"East of England","B.1.1",0,163,18615,0
2020-12-20,"East of England","B.1.1",0,89,18616,0
2020-12-21,"East of England","B.1.1",0,154,18617,0
2020-12-22,"East of England","B.1.1",0,126,18618,0
2020-12-23,"East of England","B.1.1",0,35,18619,0
2020-12-24,"East of England","B.1.1",0,95,18620,0
2020-12-25,"East of England","B.1.1",1,84,18621,0.0119047619047619
2020-12-26,"East of England","B.1.1",0,189,18622,0
2020-12-27,"East of England","B.1.1",0,85,18623,0
2020-12-28,"East of England","B.1.1",0,92,18624,0
2020-12-29,"East of England","B.1.1",0,74,18625,0
2020-12-30,"East of England","B.1.1",0,16,18626,0
2020-12-31,"East of England","B.1.1",0,62,18627,0
2021-01-01,"East of England","B.1.1",0,7,18628,0
2020-02-27,"South West","B.1.1",0,1,18319,0
2020-02-29,"South West","B.1.1",0,1,18321,0
2020-03-02,"South West","B.1.1",2,6,18323,0.333333333333333
2020-03-03,"South West","B.1.1",1,7,18324,0.142857142857143
2020-03-04,"South West","B.1.1",1,4,18325,0.25
2020-03-05,"South West","B.1.1",0,3,18326,0
2020-03-06,"South West","B.1.1",3,5,18327,0.6
2020-03-07,"South West","B.1.1",0,2,18328,0
2020-03-08,"South West","B.1.1",2,3,18329,0.666666666666667
2020-03-09,"South West","B.1.1",1,4,18330,0.25
2020-03-10,"South West","B.1.1",4,8,18331,0.5
2020-03-11,"South West","B.1.1",3,11,18332,0.272727272727273
2020-03-12,"South West","B.1.1",1,8,18333,0.125
2020-03-13,"South West","B.1.1",3,14,18334,0.214285714285714
2020-03-14,"South West","B.1.1",1,10,18335,0.1
2020-03-15,"South West","B.1.1",0,7,18336,0
2020-03-16,"South West","B.1.1",0,7,18337,0
2020-03-17,"South West","B.1.1",0,15,18338,0
2020-03-18,"South West","B.1.1",7,28,18339,0.25
2020-03-19,"South West","B.1.1",3,20,18340,0.15
2020-03-20,"South West","B.1.1",5,19,18341,0.263157894736842
2020-03-21,"South West","B.1.1",2,20,18342,0.1
2020-03-22,"South West","B.1.1",4,28,18343,0.142857142857143
2020-03-23,"South West","B.1.1",6,42,18344,0.142857142857143
2020-03-24,"South West","B.1.1",7,27,18345,0.259259259259259
2020-03-25,"South West","B.1.1",15,60,18346,0.25
2020-03-26,"South West","B.1.1",19,59,18347,0.322033898305085
2020-03-27,"South West","B.1.1",17,74,18348,0.22972972972973
2020-03-28,"South West","B.1.1",10,39,18349,0.256410256410256
2020-03-29,"South West","B.1.1",13,47,18350,0.276595744680851
2020-03-30,"South West","B.1.1",26,83,18351,0.313253012048193
2020-03-31,"South West","B.1.1",26,68,18352,0.382352941176471
2020-04-01,"South West","B.1.1",13,65,18353,0.2
2020-04-02,"South West","B.1.1",19,65,18354,0.292307692307692
2020-04-03,"South West","B.1.1",24,86,18355,0.27906976744186
2020-04-04,"South West","B.1.1",32,67,18356,0.477611940298507
2020-04-05,"South West","B.1.1",35,67,18357,0.522388059701492
2020-04-06,"South West","B.1.1",17,61,18358,0.278688524590164
2020-04-07,"South West","B.1.1",21,74,18359,0.283783783783784
2020-04-08,"South West","B.1.1",20,78,18360,0.256410256410256
2020-04-09,"South West","B.1.1",32,84,18361,0.380952380952381
2020-04-10,"South West","B.1.1",36,103,18362,0.349514563106796
2020-04-11,"South West","B.1.1",19,86,18363,0.22093023255814
2020-04-12,"South West","B.1.1",28,56,18364,0.5
2020-04-13,"South West","B.1.1",20,54,18365,0.37037037037037
2020-04-14,"South West","B.1.1",23,62,18366,0.370967741935484
2020-04-15,"South West","B.1.1",22,62,18367,0.354838709677419
2020-04-16,"South West","B.1.1",27,94,18368,0.287234042553192
2020-04-17,"South West","B.1.1",30,70,18369,0.428571428571429
2020-04-18,"South West","B.1.1",21,53,18370,0.39622641509434
2020-04-19,"South West","B.1.1",8,49,18371,0.163265306122449
2020-04-20,"South West","B.1.1",16,79,18372,0.20253164556962
2020-04-21,"South West","B.1.1",18,54,18373,0.333333333333333
2020-04-22,"South West","B.1.1",18,57,18374,0.315789473684211
2020-04-23,"South West","B.1.1",23,62,18375,0.370967741935484
2020-04-24,"South West","B.1.1",16,48,18376,0.333333333333333
2020-04-25,"South West","B.1.1",8,22,18377,0.363636363636364
2020-04-26,"South West","B.1.1",8,20,18378,0.4
2020-04-27,"South West","B.1.1",24,51,18379,0.470588235294118
2020-04-28,"South West","B.1.1",16,61,18380,0.262295081967213
2020-04-29,"South West","B.1.1",25,49,18381,0.510204081632653
2020-04-30,"South West","B.1.1",9,32,18382,0.28125
2020-05-01,"South West","B.1.1",16,41,18383,0.390243902439024
2020-05-02,"South West","B.1.1",4,15,18384,0.266666666666667
2020-05-03,"South West","B.1.1",8,20,18385,0.4
2020-05-04,"South West","B.1.1",13,38,18386,0.342105263157895
2020-05-05,"South West","B.1.1",9,22,18387,0.409090909090909
2020-05-06,"South West","B.1.1",9,43,18388,0.209302325581395
2020-05-07,"South West","B.1.1",3,31,18389,0.0967741935483871
2020-05-08,"South West","B.1.1",8,24,18390,0.333333333333333
2020-05-09,"South West","B.1.1",0,16,18391,0
2020-05-10,"South West","B.1.1",2,19,18392,0.105263157894737
2020-05-11,"South West","B.1.1",2,20,18393,0.1
2020-05-12,"South West","B.1.1",3,10,18394,0.3
2020-05-13,"South West","B.1.1",3,18,18395,0.166666666666667
2020-05-14,"South West","B.1.1",4,15,18396,0.266666666666667
2020-05-15,"South West","B.1.1",0,15,18397,0
2020-05-16,"South West","B.1.1",1,13,18398,0.0769230769230769
2020-05-17,"South West","B.1.1",1,8,18399,0.125
2020-05-18,"South West","B.1.1",2,22,18400,0.0909090909090909
2020-05-19,"South West","B.1.1",2,12,18401,0.166666666666667
2020-05-20,"South West","B.1.1",2,24,18402,0.0833333333333333
2020-05-21,"South West","B.1.1",0,5,18403,0
2020-05-22,"South West","B.1.1",0,8,18404,0
2020-05-23,"South West","B.1.1",0,8,18405,0
2020-05-24,"South West","B.1.1",0,1,18406,0
2020-05-25,"South West","B.1.1",0,5,18407,0
2020-05-26,"South West","B.1.1",0,2,18408,0
2020-05-27,"South West","B.1.1",0,1,18409,0
2020-05-28,"South West","B.1.1",1,2,18410,0.5
2020-05-29,"South West","B.1.1",1,2,18411,0.5
2020-05-30,"South West","B.1.1",0,3,18412,0
2020-05-31,"South West","B.1.1",0,7,18413,0
2020-06-01,"South West","B.1.1",0,9,18414,0
2020-06-02,"South West","B.1.1",0,1,18415,0
2020-06-03,"South West","B.1.1",0,2,18416,0
2020-06-04,"South West","B.1.1",1,3,18417,0.333333333333333
2020-06-05,"South West","B.1.1",0,1,18418,0
2020-06-06,"South West","B.1.1",1,7,18419,0.142857142857143
2020-06-09,"South West","B.1.1",0,4,18422,0
2020-06-10,"South West","B.1.1",1,10,18423,0.1
2020-06-11,"South West","B.1.1",4,11,18424,0.363636363636364
2020-06-12,"South West","B.1.1",3,9,18425,0.333333333333333
2020-06-13,"South West","B.1.1",0,3,18426,0
2020-06-14,"South West","B.1.1",0,4,18427,0
2020-06-15,"South West","B.1.1",0,5,18428,0
2020-06-16,"South West","B.1.1",2,3,18429,0.666666666666667
2020-06-17,"South West","B.1.1",0,1,18430,0
2020-06-19,"South West","B.1.1",0,1,18432,0
2020-06-20,"South West","B.1.1",0,2,18433,0
2020-06-21,"South West","B.1.1",0,2,18434,0
2020-06-23,"South West","B.1.1",0,1,18436,0
2020-06-24,"South West","B.1.1",0,1,18437,0
2020-06-25,"South West","B.1.1",0,1,18438,0
2020-06-26,"South West","B.1.1",0,1,18439,0
2020-06-27,"South West","B.1.1",0,1,18440,0
2020-06-28,"South West","B.1.1",0,1,18441,0
2020-06-29,"South West","B.1.1",3,5,18442,0.6
2020-06-30,"South West","B.1.1",3,8,18443,0.375
2020-07-01,"South West","B.1.1",1,1,18444,1
2020-07-04,"South West","B.1.1",0,1,18447,0
2020-07-05,"South West","B.1.1",0,2,18448,0
2020-07-06,"South West","B.1.1",1,2,18449,0.5
2020-07-14,"South West","B.1.1",1,2,18457,0.5
2020-07-15,"South West","B.1.1",0,2,18458,0
2020-07-16,"South West","B.1.1",1,7,18459,0.142857142857143
2020-07-17,"South West","B.1.1",1,6,18460,0.166666666666667
2020-07-18,"South West","B.1.1",1,4,18461,0.25
2020-07-19,"South West","B.1.1",0,1,18462,0
2020-07-22,"South West","B.1.1",0,7,18465,0
2020-07-23,"South West","B.1.1",0,5,18466,0
2020-07-24,"South West","B.1.1",0,10,18467,0
2020-07-25,"South West","B.1.1",0,2,18468,0
2020-07-26,"South West","B.1.1",0,3,18469,0
2020-07-27,"South West","B.1.1",0,12,18470,0
2020-07-29,"South West","B.1.1",0,4,18472,0
2020-07-30,"South West","B.1.1",0,15,18473,0
2020-07-31,"South West","B.1.1",2,6,18474,0.333333333333333
2020-08-01,"South West","B.1.1",0,2,18475,0
2020-08-02,"South West","B.1.1",0,1,18476,0
2020-08-03,"South West","B.1.1",0,4,18477,0
2020-08-04,"South West","B.1.1",0,1,18478,0
2020-08-05,"South West","B.1.1",0,2,18479,0
2020-08-06,"South West","B.1.1",0,1,18480,0
2020-08-07,"South West","B.1.1",0,6,18481,0
2020-08-08,"South West","B.1.1",0,4,18482,0
2020-08-10,"South West","B.1.1",0,7,18484,0
2020-08-11,"South West","B.1.1",0,4,18485,0
2020-08-12,"South West","B.1.1",1,3,18486,0.333333333333333
2020-08-13,"South West","B.1.1",0,1,18487,0
2020-08-14,"South West","B.1.1",0,2,18488,0
2020-08-16,"South West","B.1.1",0,1,18490,0
2020-08-17,"South West","B.1.1",1,13,18491,0.0769230769230769
2020-08-18,"South West","B.1.1",1,34,18492,0.0294117647058824
2020-08-19,"South West","B.1.1",0,13,18493,0
2020-08-20,"South West","B.1.1",0,39,18494,0
2020-08-21,"South West","B.1.1",0,19,18495,0
2020-08-22,"South West","B.1.1",0,9,18496,0
2020-08-23,"South West","B.1.1",0,9,18497,0
2020-08-24,"South West","B.1.1",1,12,18498,0.0833333333333333
2020-08-25,"South West","B.1.1",2,19,18499,0.105263157894737
2020-08-26,"South West","B.1.1",1,27,18500,0.037037037037037
2020-08-27,"South West","B.1.1",0,25,18501,0
2020-08-28,"South West","B.1.1",0,5,18502,0
2020-08-29,"South West","B.1.1",1,14,18503,0.0714285714285714
2020-08-30,"South West","B.1.1",0,32,18504,0
2020-08-31,"South West","B.1.1",0,31,18505,0
2020-09-01,"South West","B.1.1",0,55,18506,0
2020-09-02,"South West","B.1.1",1,19,18507,0.0526315789473684
2020-09-03,"South West","B.1.1",0,6,18508,0
2020-09-04,"South West","B.1.1",0,15,18509,0
