"sample_date","nhs_name","variant","count","total","sample_date_num","prop"
2020-02-05,"South East","B",1,1,18297,1
2020-02-08,"South East","B",2,2,18300,1
2020-02-28,"South East","B",0,2,18320,0
2020-03-01,"South East","B",0,1,18322,0
2020-03-02,"South East","B",1,1,18323,1
2020-03-03,"South East","B",0,7,18324,0
2020-03-04,"South East","B",1,7,18325,0.142857142857143
2020-03-05,"South East","B",0,4,18326,0
2020-03-06,"South East","B",3,12,18327,0.25
2020-03-07,"South East","B",1,3,18328,0.333333333333333
2020-03-08,"South East","B",1,2,18329,0.5
2020-03-09,"South East","B",0,4,18330,0
2020-03-10,"South East","B",1,2,18331,0.5
2020-03-11,"South East","B",0,6,18332,0
2020-03-12,"South East","B",1,5,18333,0.2
2020-03-13,"South East","B",0,2,18334,0
2020-03-14,"South East","B",2,6,18335,0.333333333333333
2020-03-15,"South East","B",2,7,18336,0.285714285714286
2020-03-16,"South East","B",1,3,18337,0.333333333333333
2020-03-17,"South East","B",2,10,18338,0.2
2020-03-18,"South East","B",0,7,18339,0
2020-03-19,"South East","B",1,22,18340,0.0454545454545455
2020-03-20,"South East","B",2,22,18341,0.0909090909090909
2020-03-21,"South East","B",2,27,18342,0.0740740740740741
2020-03-22,"South East","B",3,22,18343,0.136363636363636
2020-03-23,"South East","B",2,25,18344,0.08
2020-03-24,"South East","B",2,32,18345,0.0625
2020-03-25,"South East","B",1,29,18346,0.0344827586206897
2020-03-26,"South East","B",3,25,18347,0.12
2020-03-27,"South East","B",1,22,18348,0.0454545454545455
2020-03-28,"South East","B",1,21,18349,0.0476190476190476
2020-03-29,"South East","B",1,16,18350,0.0625
2020-03-30,"South East","B",3,32,18351,0.09375
2020-03-31,"South East","B",0,40,18352,0
2020-04-01,"South East","B",0,29,18353,0
2020-04-02,"South East","B",1,27,18354,0.037037037037037
2020-04-03,"South East","B",1,29,18355,0.0344827586206897
2020-04-04,"South East","B",0,23,18356,0
2020-04-05,"South East","B",0,34,18357,0
2020-04-06,"South East","B",3,46,18358,0.0652173913043478
2020-04-07,"South East","B",2,54,18359,0.037037037037037
2020-04-08,"South East","B",0,41,18360,0
2020-04-09,"South East","B",0,36,18361,0
2020-04-10,"South East","B",1,32,18362,0.03125
2020-04-11,"South East","B",1,16,18363,0.0625
2020-04-12,"South East","B",1,17,18364,0.0588235294117647
2020-04-13,"South East","B",1,33,18365,0.0303030303030303
2020-04-14,"South East","B",1,43,18366,0.0232558139534884
2020-04-15,"South East","B",2,49,18367,0.0408163265306122
2020-04-16,"South East","B",0,45,18368,0
2020-04-17,"South East","B",2,30,18369,0.0666666666666667
2020-04-18,"South East","B",0,28,18370,0
2020-04-19,"South East","B",0,22,18371,0
2020-04-20,"South East","B",0,45,18372,0
2020-04-21,"South East","B",1,39,18373,0.0256410256410256
2020-04-22,"South East","B",0,36,18374,0
2020-04-23,"South East","B",1,31,18375,0.032258064516129
2020-04-24,"South East","B",0,23,18376,0
2020-04-25,"South East","B",0,10,18377,0
2020-04-26,"South East","B",1,11,18378,0.0909090909090909
2020-04-27,"South East","B",0,24,18379,0
2020-04-28,"South East","B",0,25,18380,0
2020-04-29,"South East","B",0,11,18381,0
2020-04-30,"South East","B",0,14,18382,0
2020-05-01,"South East","B",0,15,18383,0
2020-05-02,"South East","B",0,9,18384,0
2020-05-03,"South East","B",0,6,18385,0
2020-05-04,"South East","B",0,13,18386,0
2020-05-05,"South East","B",0,14,18387,0
2020-05-06,"South East","B",1,18,18388,0.0555555555555556
2020-05-07,"South East","B",0,9,18389,0
2020-05-08,"South East","B",0,7,18390,0
2020-05-09,"South East","B",0,3,18391,0
2020-05-10,"South East","B",0,5,18392,0
2020-05-11,"South East","B",0,1,18393,0
2020-05-12,"South East","B",0,3,18394,0
2020-05-13,"South East","B",0,6,18395,0
2020-05-14,"South East","B",0,7,18396,0
2020-05-15,"South East","B",0,11,18397,0
2020-05-16,"South East","B",0,4,18398,0
2020-05-17,"South East","B",0,2,18399,0
2020-05-18,"South East","B",0,2,18400,0
2020-05-19,"South East","B",0,3,18401,0
2020-05-20,"South East","B",0,4,18402,0
2020-05-21,"South East","B",0,4,18403,0
2020-05-22,"South East","B",0,5,18404,0
2020-05-24,"South East","B",0,2,18406,0
2020-05-25,"South East","B",0,6,18407,0
2020-05-26,"South East","B",0,4,18408,0
2020-05-28,"South East","B",0,1,18410,0
2020-05-29,"South East","B",0,2,18411,0
2020-05-30,"South East","B",0,3,18412,0
2020-05-31,"South East","B",0,3,18413,0
2020-06-01,"South East","B",0,2,18414,0
2020-06-02,"South East","B",0,5,18415,0
2020-06-03,"South East","B",0,1,18416,0
2020-06-04,"South East","B",0,7,18417,0
2020-06-05,"South East","B",0,5,18418,0
2020-06-06,"South East","B",0,11,18419,0
2020-06-07,"South East","B",0,3,18420,0
2020-06-08,"South East","B",0,4,18421,0
2020-06-09,"South East","B",0,11,18422,0
2020-06-10,"South East","B",0,22,18423,0
2020-06-11,"South East","B",1,24,18424,0.0416666666666667
2020-06-12,"South East","B",0,18,18425,0
2020-06-13,"South East","B",0,4,18426,0
2020-06-14,"South East","B",0,18,18427,0
2020-06-15,"South East","B",0,13,18428,0
2020-06-16,"South East","B",0,6,18429,0
2020-06-17,"South East","B",0,5,18430,0
2020-06-18,"South East","B",0,2,18431,0
2020-06-19,"South East","B",0,4,18432,0
2020-06-20,"South East","B",0,3,18433,0
2020-06-21,"South East","B",0,15,18434,0
2020-06-22,"South East","B",0,10,18435,0
2020-06-24,"South East","B",0,2,18437,0
2020-06-27,"South East","B",0,1,18440,0
2020-06-30,"South East","B",0,17,18443,0
2020-07-01,"South East","B",0,3,18444,0
2020-07-02,"South East","B",0,18,18445,0
2020-07-03,"South East","B",0,6,18446,0
2020-07-04,"South East","B",0,6,18447,0
2020-07-05,"South East","B",0,18,18448,0
2020-07-06,"South East","B",0,6,18449,0
2020-07-07,"South East","B",0,2,18450,0
2020-07-12,"South East","B",0,1,18455,0
2020-07-13,"South East","B",0,3,18456,0
2020-07-14,"South East","B",0,7,18457,0
2020-07-15,"South East","B",0,17,18458,0
2020-07-16,"South East","B",0,25,18459,0
2020-07-17,"South East","B",0,21,18460,0
2020-07-18,"South East","B",0,18,18461,0
2020-07-19,"South East","B",0,8,18462,0
2020-07-20,"South East","B",0,4,18463,0
2020-07-21,"South East","B",0,4,18464,0
2020-07-22,"South East","B",0,3,18465,0
2020-07-23,"South East","B",0,3,18466,0
2020-07-24,"South East","B",0,9,18467,0
2020-07-25,"South East","B",0,3,18468,0
2020-07-27,"South East","B",0,6,18470,0
2020-07-28,"South East","B",0,1,18471,0
2020-07-29,"South East","B",0,5,18472,0
2020-07-30,"South East","B",0,2,18473,0
2020-07-31,"South East","B",0,4,18474,0
2020-08-01,"South East","B",0,2,18475,0
2020-08-03,"South East","B",0,5,18477,0
2020-08-04,"South East","B",0,3,18478,0
2020-08-05,"South East","B",0,1,18479,0
2020-08-06,"South East","B",0,2,18480,0
2020-08-07,"South East","B",0,2,18481,0
2020-08-08,"South East","B",0,2,18482,0
2020-08-10,"South East","B",0,5,18484,0
2020-08-11,"South East","B",0,4,18485,0
2020-08-12,"South East","B",0,5,18486,0
2020-08-13,"South East","B",0,6,18487,0
2020-08-14,"South East","B",0,11,18488,0
2020-08-16,"South East","B",0,4,18490,0
2020-08-17,"South East","B",0,24,18491,0
2020-08-18,"South East","B",0,31,18492,0
2020-08-19,"South East","B",0,12,18493,0
2020-08-20,"South East","B",0,49,18494,0
2020-08-21,"South East","B",0,43,18495,0
2020-08-22,"South East","B",0,4,18496,0
2020-08-23,"South East","B",0,5,18497,0
2020-08-24,"South East","B",0,27,18498,0
2020-08-25,"South East","B",0,40,18499,0
2020-08-26,"South East","B",0,70,18500,0
2020-08-27,"South East","B",0,59,18501,0
2020-08-28,"South East","B",0,13,18502,0
2020-08-29,"South East","B",0,21,18503,0
2020-08-30,"South East","B",0,85,18504,0
2020-08-31,"South East","B",0,70,18505,0
2020-09-01,"South East","B",0,55,18506,0
2020-09-02,"South East","B",0,35,18507,0
2020-09-03,"South East","B",0,17,18508,0
2020-09-04,"South East","B",0,25,18509,0
2020-09-05,"South East","B",0,5,18510,0
2020-09-07,"South East","B",0,31,18512,0
2020-09-08,"South East","B",0,14,18513,0
2020-09-09,"South East","B",0,39,18514,0
2020-09-10,"South East","B",0,74,18515,0
2020-09-11,"South East","B",0,25,18516,0
2020-09-12,"South East","B",0,6,18517,0
2020-09-13,"South East","B",0,2,18518,0
2020-09-14,"South East","B",0,13,18519,0
2020-09-15,"South East","B",0,12,18520,0
2020-09-16,"South East","B",0,6,18521,0
2020-09-17,"South East","B",0,11,18522,0
2020-09-18,"South East","B",0,18,18523,0
2020-09-19,"South East","B",0,33,18524,0
2020-09-20,"South East","B",0,40,18525,0
2020-09-21,"South East","B",0,44,18526,0
2020-09-22,"South East","B",0,9,18527,0
2020-09-23,"South East","B",0,27,18528,0
2020-09-24,"South East","B",0,70,18529,0
2020-09-25,"South East","B",0,48,18530,0
2020-09-26,"South East","B",0,4,18531,0
2020-09-27,"South East","B",0,16,18532,0
2020-09-28,"South East","B",0,11,18533,0
2020-09-29,"South East","B",0,16,18534,0
2020-09-30,"South East","B",0,23,18535,0
2020-10-01,"South East","B",0,51,18536,0
2020-10-02,"South East","B",0,8,18537,0
2020-10-03,"South East","B",0,54,18538,0
2020-10-04,"South East","B",0,18,18539,0
2020-10-05,"South East","B",0,92,18540,0
2020-10-06,"South East","B",0,135,18541,0
2020-10-07,"South East","B",0,21,18542,0
2020-10-08,"South East","B",0,50,18543,0
2020-10-09,"South East","B",0,35,18544,0
2020-10-10,"South East","B",0,20,18545,0
2020-10-11,"South East","B",0,108,18546,0
2020-10-12,"South East","B",0,26,18547,0
2020-10-13,"South East","B",0,82,18548,0
2020-10-14,"South East","B",0,34,18549,0
2020-10-15,"South East","B",0,120,18550,0
2020-10-16,"South East","B",0,35,18551,0
2020-10-17,"South East","B",0,9,18552,0
2020-10-18,"South East","B",0,3,18553,0
2020-10-19,"South East","B",0,28,18554,0
2020-10-20,"South East","B",0,35,18555,0
2020-10-21,"South East","B",0,278,18556,0
2020-10-22,"South East","B",0,164,18557,0
2020-10-23,"South East","B",0,84,18558,0
2020-10-24,"South East","B",0,123,18559,0
2020-10-25,"South East","B",0,32,18560,0
2020-10-26,"South East","B",0,55,18561,0
2020-10-27,"South East","B",0,17,18562,0
2020-10-28,"South East","B",0,8,18563,0
2020-10-29,"South East","B",0,174,18564,0
2020-10-30,"South East","B",0,65,18565,0
2020-10-31,"South East","B",0,24,18566,0
2020-11-01,"South East","B",0,158,18567,0
2020-11-02,"South East","B",0,132,18568,0
2020-11-03,"South East","B",0,29,18569,0
2020-11-04,"South East","B",0,27,18570,0
2020-11-05,"South East","B",0,287,18571,0
2020-11-06,"South East","B",0,114,18572,0
2020-11-07,"South East","B",0,1,18573,0
2020-11-08,"South East","B",0,247,18574,0
2020-11-09,"South East","B",0,56,18575,0
2020-11-10,"South East","B",0,23,18576,0
2020-11-11,"South East","B",0,37,18577,0
2020-11-12,"South East","B",0,208,18578,0
2020-11-13,"South East","B",0,279,18579,0
2020-11-14,"South East","B",0,277,18580,0
2020-11-15,"South East","B",0,82,18581,0
2020-11-16,"South East","B",0,4,18582,0
2020-11-17,"South East","B",0,99,18583,0
2020-11-18,"South East","B",0,178,18584,0
2020-11-19,"South East","B",0,67,18585,0
2020-11-20,"South East","B",0,57,18586,0
2020-11-21,"South East","B",0,60,18587,0
2020-11-22,"South East","B",0,191,18588,0
2020-11-23,"South East","B",0,18,18589,0
2020-11-24,"South East","B",0,13,18590,0
2020-11-25,"South East","B",0,6,18591,0
2020-11-26,"South East","B",0,47,18592,0
2020-11-27,"South East","B",0,43,18593,0
2020-11-28,"South East","B",0,66,18594,0
2020-11-29,"South East","B",0,44,18595,0
2020-11-30,"South East","B",0,16,18596,0
2020-12-01,"South East","B",0,6,18597,0
2020-12-02,"South East","B",0,12,18598,0
2020-12-03,"South East","B",0,32,18599,0
2020-12-04,"South East","B",0,56,18600,0
2020-12-05,"South East","B",0,38,18601,0
2020-12-06,"South East","B",0,15,18602,0
2020-12-07,"South East","B",0,131,18603,0
2020-12-08,"South East","B",0,114,18604,0
2020-12-09,"South East","B",0,61,18605,0
2020-12-10,"South East","B",0,295,18606,0
2020-12-11,"South East","B",0,107,18607,0
2020-12-12,"South East","B",0,112,18608,0
2020-12-13,"South East","B",0,196,18609,0
2020-12-14,"South East","B",0,75,18610,0
2020-12-15,"South East","B",0,180,18611,0
2020-12-16,"South East","B",0,169,18612,0
2020-12-17,"South East","B",0,290,18613,0
2020-12-18,"South East","B",0,331,18614,0
2020-12-19,"South East","B",0,198,18615,0
2020-12-20,"South East","B",0,119,18616,0
2020-12-21,"South East","B",0,136,18617,0
2020-12-22,"South East","B",0,47,18618,0
2020-12-23,"South East","B",0,34,18619,0
2020-12-24,"South East","B",0,84,18620,0
2020-12-25,"South East","B",0,6,18621,0
2020-12-26,"South East","B",0,167,18622,0
2020-12-27,"South East","B",0,48,18623,0
2020-12-28,"South East","B",0,51,18624,0
2020-12-29,"South East","B",0,87,18625,0
2020-12-30,"South East","B",0,57,18626,0
2020-12-31,"South East","B",0,28,18627,0
2021-01-01,"South East","B",0,2,18628,0
2020-02-16,"London","B",0,1,18308,0
2020-02-23,"London","B",0,1,18315,0
2020-02-24,"London","B",0,1,18316,0
2020-02-27,"London","B",0,1,18319,0
2020-02-29,"London","B",1,6,18321,0.166666666666667
2020-03-01,"London","B",2,5,18322,0.4
2020-03-02,"London","B",1,10,18323,0.1
2020-03-03,"London","B",3,6,18324,0.5
2020-03-04,"London","B",4,22,18325,0.181818181818182
2020-03-05,"London","B",5,15,18326,0.333333333333333
2020-03-06,"London","B",7,20,18327,0.35
2020-03-07,"London","B",1,13,18328,0.0769230769230769
2020-03-08,"London","B",6,23,18329,0.260869565217391
2020-03-09,"London","B",7,45,18330,0.155555555555556
2020-03-10,"London","B",7,56,18331,0.125
2020-03-11,"London","B",12,82,18332,0.146341463414634
2020-03-12,"London","B",10,78,18333,0.128205128205128
2020-03-13,"London","B",4,43,18334,0.0930232558139535
2020-03-14,"London","B",4,46,18335,0.0869565217391304
2020-03-15,"London","B",5,42,18336,0.119047619047619
2020-03-16,"London","B",4,43,18337,0.0930232558139535
2020-03-17,"London","B",8,51,18338,0.156862745098039
2020-03-18,"London","B",8,62,18339,0.129032258064516
2020-03-19,"London","B",8,40,18340,0.2
2020-03-20,"London","B",6,53,18341,0.113207547169811
2020-03-21,"London","B",3,38,18342,0.0789473684210526
2020-03-22,"London","B",3,52,18343,0.0576923076923077
2020-03-23,"London","B",9,116,18344,0.0775862068965517
2020-03-24,"London","B",7,93,18345,0.0752688172043011
2020-03-25,"London","B",8,77,18346,0.103896103896104
2020-03-26,"London","B",5,83,18347,0.0602409638554217
2020-03-27,"London","B",2,104,18348,0.0192307692307692
2020-03-28,"London","B",6,94,18349,0.0638297872340425
2020-03-29,"London","B",5,86,18350,0.0581395348837209
2020-03-30,"London","B",5,112,18351,0.0446428571428571
2020-03-31,"London","B",6,106,18352,0.0566037735849057
2020-04-01,"London","B",1,64,18353,0.015625
2020-04-02,"London","B",4,67,18354,0.0597014925373134
2020-04-03,"London","B",0,56,18355,0
2020-04-04,"London","B",1,50,18356,0.02
2020-04-05,"London","B",2,30,18357,0.0666666666666667
2020-04-06,"London","B",2,74,18358,0.027027027027027
2020-04-07,"London","B",2,36,18359,0.0555555555555556
2020-04-08,"London","B",0,55,18360,0
2020-04-09,"London","B",2,26,18361,0.0769230769230769
2020-04-10,"London","B",0,26,18362,0
2020-04-11,"London","B",0,17,18363,0
2020-04-12,"London","B",0,13,18364,0
2020-04-13,"London","B",0,56,18365,0
2020-04-14,"London","B",4,52,18366,0.0769230769230769
2020-04-15,"London","B",0,54,18367,0
2020-04-16,"London","B",0,54,18368,0
2020-04-17,"London","B",0,40,18369,0
2020-04-18,"London","B",0,24,18370,0
2020-04-19,"London","B",0,19,18371,0
2020-04-20,"London","B",0,38,18372,0
2020-04-21,"London","B",1,25,18373,0.04
2020-04-22,"London","B",0,7,18374,0
2020-04-23,"London","B",1,11,18375,0.0909090909090909
2020-04-24,"London","B",0,13,18376,0
2020-04-25,"London","B",0,4,18377,0
2020-04-26,"London","B",0,7,18378,0
2020-04-27,"London","B",0,10,18379,0
2020-04-28,"London","B",0,14,18380,0
2020-04-29,"London","B",0,18,18381,0
2020-04-30,"London","B",1,34,18382,0.0294117647058824
2020-05-01,"London","B",0,16,18383,0
2020-05-02,"London","B",0,23,18384,0
2020-05-03,"London","B",0,1,18385,0
2020-05-04,"London","B",0,17,18386,0
2020-05-05,"London","B",0,19,18387,0
2020-05-06,"London","B",0,5,18388,0
2020-05-07,"London","B",1,8,18389,0.125
2020-05-08,"London","B",0,2,18390,0
2020-05-09,"London","B",0,5,18391,0
2020-05-11,"London","B",0,6,18393,0
2020-05-12,"London","B",1,6,18394,0.166666666666667
2020-05-13,"London","B",0,3,18395,0
2020-05-14,"London","B",0,3,18396,0
2020-05-15,"London","B",0,2,18397,0
2020-05-16,"London","B",0,1,18398,0
2020-05-17,"London","B",0,3,18399,0
2020-05-18,"London","B",0,3,18400,0
2020-05-19,"London","B",0,4,18401,0
2020-05-20,"London","B",0,3,18402,0
2020-05-21,"London","B",0,3,18403,0
2020-05-22,"London","B",0,1,18404,0
2020-05-26,"London","B",0,2,18408,0
2020-05-27,"London","B",0,1,18409,0
2020-06-02,"London","B",0,1,18415,0
2020-06-03,"London","B",1,2,18416,0.5
2020-06-04,"London","B",0,8,18417,0
2020-06-06,"London","B",0,3,18419,0
2020-06-08,"London","B",0,3,18421,0
2020-06-09,"London","B",0,9,18422,0
2020-06-10,"London","B",0,7,18423,0
2020-06-11,"London","B",0,10,18424,0
2020-06-12,"London","B",0,5,18425,0
2020-06-13,"London","B",0,5,18426,0
2020-06-14,"London","B",0,4,18427,0
2020-06-15,"London","B",0,1,18428,0
2020-06-16,"London","B",0,7,18429,0
2020-06-17,"London","B",0,7,18430,0
2020-06-18,"London","B",0,5,18431,0
2020-06-19,"London","B",0,2,18432,0
2020-06-20,"London","B",0,3,18433,0
2020-06-21,"London","B",0,6,18434,0
2020-06-22,"London","B",0,10,18435,0
2020-06-23,"London","B",0,4,18436,0
2020-06-24,"London","B",0,2,18437,0
2020-06-25,"London","B",0,2,18438,0
2020-06-28,"London","B",0,1,18441,0
2020-06-29,"London","B",0,4,18442,0
2020-06-30,"London","B",0,9,18443,0
2020-07-01,"London","B",0,3,18444,0
2020-07-02,"London","B",0,15,18445,0
2020-07-03,"London","B",0,7,18446,0
2020-07-04,"London","B",0,7,18447,0
2020-07-05,"London","B",0,12,18448,0
2020-07-06,"London","B",0,6,18449,0
2020-07-07,"London","B",0,2,18450,0
2020-07-09,"London","B",0,3,18452,0
2020-07-10,"London","B",0,4,18453,0
2020-07-11,"London","B",0,2,18454,0
2020-07-12,"London","B",0,3,18455,0
2020-07-13,"London","B",0,5,18456,0
2020-07-14,"London","B",0,5,18457,0
2020-07-15,"London","B",0,17,18458,0
2020-07-16,"London","B",0,19,18459,0
2020-07-17,"London","B",0,18,18460,0
2020-07-18,"London","B",0,14,18461,0
2020-07-19,"London","B",0,9,18462,0
2020-07-20,"London","B",0,18,18463,0
2020-07-21,"London","B",0,11,18464,0
2020-07-22,"London","B",0,9,18465,0
2020-07-23,"London","B",0,8,18466,0
2020-07-24,"London","B",0,9,18467,0
2020-07-25,"London","B",0,8,18468,0
2020-07-26,"London","B",0,3,18469,0
2020-07-27,"London","B",0,16,18470,0
2020-07-28,"London","B",0,2,18471,0
2020-07-29,"London","B",0,9,18472,0
2020-07-30,"London","B",0,1,18473,0
2020-07-31,"London","B",0,8,18474,0
2020-08-01,"London","B",0,14,18475,0
2020-08-02,"London","B",0,6,18476,0
2020-08-03,"London","B",0,4,18477,0
2020-08-04,"London","B",0,7,18478,0
2020-08-05,"London","B",0,8,18479,0
2020-08-06,"London","B",0,9,18480,0
2020-08-07,"London","B",0,14,18481,0
2020-08-08,"London","B",0,2,18482,0
2020-08-09,"London","B",0,2,18483,0
2020-08-10,"London","B",0,23,18484,0
2020-08-11,"London","B",0,23,18485,0
2020-08-12,"London","B",0,30,18486,0
2020-08-13,"London","B",0,17,18487,0
2020-08-14,"London","B",0,16,18488,0
2020-08-15,"London","B",0,11,18489,0
2020-08-16,"London","B",0,7,18490,0
2020-08-17,"London","B",0,58,18491,0
2020-08-18,"London","B",0,81,18492,0
2020-08-19,"London","B",0,22,18493,0
2020-08-20,"London","B",0,67,18494,0
2020-08-21,"London","B",0,43,18495,0
2020-08-22,"London","B",0,13,18496,0
2020-08-23,"London","B",0,27,18497,0
2020-08-24,"London","B",0,76,18498,0
2020-08-25,"London","B",0,79,18499,0
2020-08-26,"London","B",0,90,18500,0
2020-08-27,"London","B",0,95,18501,0
2020-08-28,"London","B",0,22,18502,0
2020-08-29,"London","B",0,39,18503,0
2020-08-30,"London","B",0,91,18504,0
2020-08-31,"London","B",0,117,18505,0
2020-09-01,"London","B",0,131,18506,0
2020-09-02,"London","B",0,96,18507,0
2020-09-03,"London","B",0,88,18508,0
2020-09-04,"London","B",0,61,18509,0
2020-09-05,"London","B",0,10,18510,0
2020-09-06,"London","B",0,6,18511,0
2020-09-07,"London","B",0,108,18512,0
2020-09-08,"London","B",1,36,18513,0.0277777777777778
2020-09-09,"London","B",0,78,18514,0
2020-09-10,"London","B",0,169,18515,0
2020-09-11,"London","B",0,44,18516,0
2020-09-12,"London","B",0,4,18517,0
2020-09-13,"London","B",0,2,18518,0
2020-09-14,"London","B",0,37,18519,0
2020-09-15,"London","B",0,6,18520,0
2020-09-16,"London","B",0,10,18521,0
2020-09-17,"London","B",0,14,18522,0
2020-09-18,"London","B",0,41,18523,0
2020-09-19,"London","B",0,70,18524,0
2020-09-20,"London","B",0,123,18525,0
2020-09-21,"London","B",0,87,18526,0
2020-09-22,"London","B",0,22,18527,0
2020-09-23,"London","B",0,64,18528,0
2020-09-24,"London","B",0,140,18529,0
2020-09-25,"London","B",0,103,18530,0
2020-09-26,"London","B",0,26,18531,0
2020-09-27,"London","B",0,20,18532,0
2020-09-28,"London","B",0,21,18533,0
2020-09-29,"London","B",0,45,18534,0
2020-09-30,"London","B",0,107,18535,0
2020-10-01,"London","B",0,134,18536,0
2020-10-02,"London","B",0,21,18537,0
2020-10-03,"London","B",0,102,18538,0
2020-10-04,"London","B",0,44,18539,0
2020-10-05,"London","B",0,105,18540,0
2020-10-06,"London","B",0,143,18541,0
2020-10-07,"London","B",0,28,18542,0
2020-10-08,"London","B",0,29,18543,0
2020-10-09,"London","B",0,76,18544,0
2020-10-10,"London","B",0,18,18545,0
2020-10-11,"London","B",0,89,18546,0
2020-10-12,"London","B",0,59,18547,0
2020-10-13,"London","B",0,119,18548,0
2020-10-14,"London","B",0,53,18549,0
2020-10-15,"London","B",0,365,18550,0
2020-10-16,"London","B",0,81,18551,0
2020-10-17,"London","B",0,13,18552,0
2020-10-18,"London","B",0,10,18553,0
2020-10-19,"London","B",0,45,18554,0
2020-10-20,"London","B",0,101,18555,0
2020-10-21,"London","B",0,670,18556,0
2020-10-22,"London","B",0,213,18557,0
2020-10-23,"London","B",0,98,18558,0
2020-10-24,"London","B",0,197,18559,0
2020-10-25,"London","B",0,28,18560,0
2020-10-26,"London","B",0,38,18561,0
2020-10-27,"London","B",0,23,18562,0
2020-10-28,"London","B",0,7,18563,0
2020-10-29,"London","B",0,197,18564,0
2020-10-30,"London","B",0,82,18565,0
2020-10-31,"London","B",0,40,18566,0
2020-11-01,"London","B",0,244,18567,0
2020-11-02,"London","B",0,409,18568,0
2020-11-03,"London","B",0,62,18569,0
2020-11-04,"London","B",0,47,18570,0
2020-11-05,"London","B",0,404,18571,0
2020-11-06,"London","B",0,79,18572,0
2020-11-07,"London","B",0,4,18573,0
2020-11-08,"London","B",1,404,18574,0.00247524752475248
2020-11-09,"London","B",0,154,18575,0
2020-11-10,"London","B",0,33,18576,0
2020-11-11,"London","B",0,67,18577,0
2020-11-12,"London","B",0,232,18578,0
2020-11-13,"London","B",0,514,18579,0
2020-11-14,"London","B",0,304,18580,0
2020-11-15,"London","B",0,236,18581,0
2020-11-16,"London","B",0,27,18582,0
2020-11-17,"London","B",0,201,18583,0
2020-11-18,"London","B",0,147,18584,0
2020-11-19,"London","B",0,102,18585,0
2020-11-20,"London","B",0,36,18586,0
2020-11-21,"London","B",0,120,18587,0
2020-11-22,"London","B",0,268,18588,0
2020-11-23,"London","B",0,39,18589,0
2020-11-24,"London","B",0,24,18590,0
2020-11-25,"London","B",0,17,18591,0
2020-11-26,"London","B",0,111,18592,0
2020-11-27,"London","B",0,86,18593,0
2020-11-28,"London","B",0,36,18594,0
2020-11-29,"London","B",0,23,18595,0
2020-11-30,"London","B",0,39,18596,0
2020-12-01,"London","B",0,14,18597,0
2020-12-02,"London","B",0,56,18598,0
2020-12-03,"London","B",0,25,18599,0
2020-12-04,"London","B",0,153,18600,0
2020-12-05,"London","B",0,63,18601,0
2020-12-06,"London","B",0,43,18602,0
2020-12-07,"London","B",0,118,18603,0
2020-12-08,"London","B",0,113,18604,0
2020-12-09,"London","B",0,29,18605,0
2020-12-10,"London","B",0,755,18606,0
2020-12-11,"London","B",0,202,18607,0
2020-12-12,"London","B",0,99,18608,0
2020-12-13,"London","B",0,346,18609,0
2020-12-14,"London","B",0,161,18610,0
2020-12-15,"London","B",0,312,18611,0
2020-12-16,"London","B",0,328,18612,0
2020-12-17,"London","B",0,287,18613,0
2020-12-18,"London","B",0,467,18614,0
2020-12-19,"London","B",0,161,18615,0
2020-12-20,"London","B",0,108,18616,0
2020-12-21,"London","B",0,115,18617,0
2020-12-22,"London","B",0,54,18618,0
2020-12-23,"London","B",0,74,18619,0
2020-12-24,"London","B",0,93,18620,0
2020-12-25,"London","B",0,141,18621,0
2020-12-26,"London","B",0,431,18622,0
2020-12-27,"London","B",0,93,18623,0
2020-12-28,"London","B",0,44,18624,0
2020-12-29,"London","B",0,175,18625,0
2020-12-30,"London","B",0,75,18626,0
2020-12-31,"London","B",0,52,18627,0
2021-01-01,"London","B",0,1,18628,0
2020-02-26,"East of England","B",1,1,18318,1
2020-02-27,"East of England","B",0,1,18319,0
2020-03-01,"East of England","B",0,2,18322,0
2020-03-03,"East of England","B",0,3,18324,0
2020-03-04,"East of England","B",1,7,18325,0.142857142857143
2020-03-06,"East of England","B",0,4,18327,0
2020-03-07,"East of England","B",1,2,18328,0.5
2020-03-08,"East of England","B",0,4,18329,0
2020-03-09,"East of England","B",2,6,18330,0.333333333333333
2020-03-10,"East of England","B",3,18,18331,0.166666666666667
2020-03-11,"East of England","B",3,10,18332,0.3
2020-03-12,"East of England","B",3,20,18333,0.15
2020-03-13,"East of England","B",1,16,18334,0.0625
2020-03-14,"East of England","B",3,12,18335,0.25
2020-03-15,"East of England","B",3,9,18336,0.333333333333333
2020-03-16,"East of England","B",4,20,18337,0.2
2020-03-17,"East of England","B",2,22,18338,0.0909090909090909
2020-03-18,"East of England","B",8,29,18339,0.275862068965517
2020-03-19,"East of England","B",4,25,18340,0.16
2020-03-20,"East of England","B",8,40,18341,0.2
2020-03-21,"East of England","B",5,48,18342,0.104166666666667
2020-03-22,"East of England","B",11,56,18343,0.196428571428571
2020-03-23,"East of England","B",11,90,18344,0.122222222222222
2020-03-24,"East of England","B",7,41,18345,0.170731707317073
2020-03-25,"East of England","B",1,9,18346,0.111111111111111
2020-03-26,"East of England","B",4,44,18347,0.0909090909090909
2020-03-27,"East of England","B",1,17,18348,0.0588235294117647
2020-03-28,"East of England","B",9,69,18349,0.130434782608696
